"output_area","All people","Day-to-day activities limited a lot","Day-to-day activities limited a little","Day-to-day activities not limited"
"S00097685",76,12,10,54
"S00097686",136,13,12,111
"S00097687",100,14,13,73
"S00097688",82,10,14,58
"S00097689",104,17,11,76
"S00097690",159,8,11,140
"S00097691",112,17,6,89
"S00097692",98,5,12,81
"S00097693",105,10,13,82
"S00097694",193,14,26,153
"S00097695",136,7,14,115
"S00097696",122,11,14,97
"S00097697",82,19,16,47
"S00097698",77,10,8,59
"S00097699",101,8,12,81
"S00097700",87,7,10,70
"S00097701",86,16,8,62
"S00097702",85,13,15,57
"S00097703",94,13,13,68
"S00097704",89,11,13,65
"S00097705",107,13,13,81
"S00097706",91,14,7,70
"S00097707",67,15,12,40
"S00097708",109,8,10,91
"S00097709",85,15,17,53
"S00097710",109,12,11,86
"S00097711",141,8,18,115
"S00097712",192,3,17,172
"S00097713",127,13,12,102
"S00097714",118,23,14,81
"S00097715",111,11,9,91
"S00097716",98,5,10,83
"S00097717",162,14,12,136
"S00097718",162,25,20,117
"S00097719",97,24,7,66
"S00097720",99,10,7,82
"S00097721",103,8,9,86
"S00097722",91,6,16,69
"S00097723",91,8,12,71
"S00097724",107,11,18,78
"S00097725",90,13,17,60
"S00097726",103,14,13,76
"S00097727",112,13,7,92
"S00097728",169,30,43,96
"S00097729",120,24,18,78
"S00097730",120,17,18,85
"S00097731",148,12,18,118
"S00097732",148,7,15,126
"S00097733",107,15,14,78
"S00097734",127,13,11,103
"S00097735",77,17,10,50
"S00097736",144,13,11,120
"S00097737",129,13,19,97
"S00097738",91,13,8,70
"S00097739",104,7,7,90
"S00097740",58,6,5,47
"S00097741",84,7,11,66
"S00097742",79,4,6,69
"S00097743",115,24,18,73
"S00097744",128,11,13,104
"S00097745",78,5,8,65
"S00097746",108,8,9,91
"S00097747",106,6,6,94
"S00097748",111,9,7,95
"S00097749",132,17,18,97
"S00097750",88,8,11,69
"S00097751",147,15,11,121
"S00097752",90,7,8,75
"S00097753",153,16,11,126
"S00097754",183,12,19,152
"S00097755",92,6,9,77
"S00097756",174,13,14,147
"S00097757",182,36,20,126
"S00097758",132,9,13,110
"S00097759",159,17,14,128
"S00097760",99,11,13,75
"S00097761",163,11,13,139
"S00097762",116,6,10,100
"S00097763",94,8,5,81
"S00097764",96,12,15,69
"S00097765",80,9,13,58
"S00097766",121,12,17,92
"S00097767",159,14,14,131
"S00097768",116,12,12,92
"S00097769",131,17,20,94
"S00097770",183,17,15,151
"S00097771",128,14,11,103
"S00097772",118,20,9,89
"S00097773",162,25,19,118
"S00097774",116,18,20,78
"S00097775",108,30,18,60
"S00097776",101,21,14,66
"S00097777",98,8,13,77
"S00097778",87,14,10,63
"S00097779",69,8,9,52
"S00097780",168,12,13,143
"S00097781",202,4,21,177
"S00097782",165,6,20,139
"S00097783",136,9,15,112
"S00097784",110,7,8,95
"S00097785",83,9,12,62
"S00097786",97,15,16,66
"S00097787",103,12,11,80
"S00097788",117,7,8,102
"S00097789",119,17,16,86
"S00097790",91,4,4,83
"S00097791",99,12,5,82
"S00097792",63,9,10,44
"S00097793",171,8,22,141
"S00097794",82,10,11,61
"S00097795",95,8,15,72
"S00097796",175,12,16,147
"S00097797",187,13,16,158
"S00097798",138,6,14,118
"S00097799",127,6,10,111
"S00097800",78,7,8,63
"S00097801",104,9,13,82
"S00097802",64,13,14,37
"S00097803",137,18,18,101
"S00097804",78,12,6,60
"S00097805",91,15,16,60
"S00097806",68,7,9,52
"S00097807",107,17,14,76
"S00097808",55,17,19,19
"S00097809",111,10,19,82
"S00097810",117,8,22,87
"S00097811",136,9,9,118
"S00097812",117,14,15,88
"S00097813",118,14,10,94
"S00097814",69,8,5,56
"S00097815",114,5,15,94
"S00097816",121,55,20,46
"S00097817",111,11,11,89
"S00097818",79,2,5,72
"S00097819",101,9,9,83
"S00097820",129,11,14,104
"S00097821",88,5,21,62
"S00097822",133,9,14,110
"S00097823",168,13,23,132
"S00097824",103,1,13,89
"S00097825",157,12,15,130
"S00097826",75,11,10,54
"S00097827",103,5,10,88
"S00097828",161,12,8,141
"S00097829",130,10,10,110
"S00097830",93,2,6,85
"S00097831",130,13,12,105
"S00097832",117,28,12,77
"S00097833",150,12,17,121
"S00097834",76,17,6,53
"S00097835",136,4,5,127
"S00097836",149,6,15,128
"S00097837",129,4,5,120
"S00097838",132,2,9,121
"S00097839",109,2,14,93
"S00097840",98,6,5,87
"S00097841",123,24,17,82
"S00097842",74,2,10,62
"S00097843",107,5,9,93
"S00097844",126,14,13,99
"S00097845",86,9,4,73
"S00097846",112,17,11,84
"S00097847",114,12,11,91
"S00097848",133,6,11,116
"S00097849",91,7,15,69
"S00097850",118,13,15,90
"S00097851",129,17,21,91
"S00097852",104,14,12,78
"S00097853",110,9,22,79
"S00097854",116,4,12,100
"S00097855",164,11,14,139
"S00097856",151,4,20,127
"S00097857",116,8,19,89
"S00097858",113,13,9,91
"S00097859",153,9,14,130
"S00097860",109,10,20,79
"S00097861",145,3,11,131
"S00097862",128,5,11,112
"S00097863",135,11,10,114
"S00097864",119,3,9,107
"S00097865",137,10,18,109
"S00097866",124,8,10,106
"S00097867",115,7,12,96
"S00097868",154,3,9,142
"S00097869",110,3,10,97
"S00097870",126,9,11,106
"S00097871",92,2,8,82
"S00097872",166,20,14,132
"S00097873",82,8,9,65
"S00097874",118,16,12,90
"S00097875",154,5,6,143
"S00097876",150,5,12,133
"S00097877",129,5,12,112
"S00097878",89,2,3,84
"S00097879",122,9,8,105
"S00097880",86,2,10,74
"S00097881",126,6,7,113
"S00097882",103,9,8,86
"S00097883",68,1,5,62
"S00097884",114,13,15,86
"S00097885",124,14,20,90
"S00097886",85,11,13,61
"S00097887",119,6,12,101
"S00097888",123,18,10,95
"S00097889",161,10,12,139
"S00097890",106,11,14,81
"S00097891",174,12,5,157
"S00097892",117,21,15,81
"S00097893",73,7,10,56
"S00097894",111,10,15,86
"S00097895",65,8,6,51
"S00097896",94,11,19,64
"S00097897",117,12,10,95
"S00097898",91,16,15,60
"S00097899",107,5,17,85
"S00097900",105,21,14,70
"S00097901",141,21,12,108
"S00097902",84,3,2,79
"S00097903",84,8,10,66
"S00097904",78,10,9,59
"S00097905",116,3,13,100
"S00097906",93,6,20,67
"S00097907",106,12,6,88
"S00097908",99,10,12,77
"S00097909",86,5,9,72
"S00097910",132,3,12,117
"S00097911",87,19,16,52
"S00097912",72,3,12,57
"S00097913",71,8,14,49
"S00097914",105,9,12,84
"S00097915",129,23,10,96
"S00097916",156,12,23,121
"S00097917",173,11,16,146
"S00097918",149,7,13,129
"S00097919",129,4,8,117
"S00097920",125,6,16,103
"S00097921",73,9,14,50
"S00097922",73,3,10,60
"S00097923",162,8,12,142
"S00097924",152,19,11,122
"S00097925",135,8,16,111
"S00097926",142,13,19,110
"S00097927",160,13,16,131
"S00097928",248,28,39,181
"S00097929",115,13,8,94
"S00097930",166,14,18,134
"S00097931",135,14,19,102
"S00097932",113,16,9,88
"S00097933",76,7,10,59
"S00097934",83,8,9,66
"S00097935",179,17,18,144
"S00097936",173,20,12,141
"S00097937",78,9,12,57
"S00097938",79,12,11,56
"S00097939",111,11,17,83
"S00097940",146,5,19,122
"S00097941",143,13,23,107
"S00097942",181,18,23,140
"S00097943",97,7,10,80
"S00097944",92,8,12,72
"S00097945",71,8,14,49
"S00097946",66,10,6,50
"S00097947",77,12,9,56
"S00097948",51,10,4,37
"S00097949",68,5,8,55
"S00097950",65,13,8,44
"S00097951",146,9,14,123
"S00097952",144,28,15,101
"S00097953",92,12,9,71
"S00097954",122,10,11,101
"S00097955",109,14,17,78
"S00097956",90,11,10,69
"S00097957",122,11,16,95
"S00097958",117,13,18,86
"S00097959",164,14,8,142
"S00097960",167,21,13,133
"S00097961",92,12,13,67
"S00097962",62,12,9,41
"S00097963",128,12,11,105
"S00097964",93,18,11,64
"S00097965",59,10,4,45
"S00097966",158,12,19,127
"S00097967",167,17,22,128
"S00097968",109,10,11,88
"S00097969",102,9,13,80
"S00097970",95,10,9,76
"S00097971",86,6,6,74
"S00097972",105,16,10,79
"S00097973",56,5,6,45
"S00097974",120,11,14,95
"S00097975",103,19,5,79
"S00097976",78,15,14,49
"S00097977",93,7,15,71
"S00097978",72,12,9,51
"S00097979",113,18,11,84
"S00097980",100,14,15,71
"S00097981",100,11,14,75
"S00097982",97,19,16,62
"S00097983",98,11,13,74
"S00097984",72,4,15,53
"S00097985",64,9,7,48
"S00097986",59,9,9,41
"S00097987",150,5,12,133
"S00097988",114,2,14,98
"S00097989",84,16,13,55
"S00097990",114,11,8,95
"S00097991",177,12,11,154
"S00097992",122,10,7,105
"S00097993",142,10,14,118
"S00097994",155,23,16,116
"S00097995",148,49,16,83
"S00097996",102,10,6,86
"S00097997",172,21,18,133
"S00097998",160,26,12,122
"S00097999",120,13,15,92
"S00098000",155,12,11,132
"S00098001",90,11,13,66
"S00098002",163,13,19,131
"S00098003",144,21,17,106
"S00098004",105,9,7,89
"S00098005",132,5,4,123
"S00098006",112,9,17,86
"S00098007",125,22,15,88
"S00098008",101,1,5,95
"S00098009",148,17,30,101
"S00098010",79,11,7,61
"S00098011",110,20,13,77
"S00098012",149,13,17,119
"S00098013",188,9,16,163
"S00098014",99,6,10,83
"S00098015",105,13,11,81
"S00098016",170,12,16,142
"S00098017",139,10,15,114
"S00098018",101,8,13,80
"S00098019",105,9,8,88
"S00098020",93,30,19,44
"S00098021",149,10,23,116
"S00098022",141,23,21,97
"S00098023",172,13,18,141
"S00098024",152,17,9,126
"S00098025",187,17,15,155
"S00098026",88,19,15,54
"S00098027",90,9,11,70
"S00098028",99,15,7,77
"S00098029",112,17,10,85
"S00098030",141,12,14,115
"S00098031",143,9,14,120
"S00098032",148,5,8,135
"S00098033",132,13,6,113
"S00098034",170,8,18,144
"S00098035",140,10,14,116
"S00098036",121,12,18,91
"S00098037",114,9,12,93
"S00098038",131,11,13,107
"S00098039",106,7,13,86
"S00098040",164,3,9,152
"S00098041",162,13,13,136
"S00098042",104,9,12,83
"S00098043",145,17,22,106
"S00098044",158,36,32,90
"S00098045",70,5,14,51
"S00098046",94,11,11,72
"S00098047",146,21,16,109
"S00098048",119,10,20,89
"S00098049",115,10,16,89
"S00098050",75,22,13,40
"S00098051",144,27,29,88
"S00098052",137,13,21,103
"S00098053",136,8,20,108
"S00098054",109,16,11,82
"S00098055",56,9,4,43
"S00098056",71,15,14,42
"S00098057",103,10,19,74
"S00098058",88,10,13,65
"S00098059",142,15,13,114
"S00098060",98,6,13,79
"S00098061",132,13,10,109
"S00098062",166,17,19,130
"S00098063",146,17,15,114
"S00098064",71,7,9,55
"S00098065",169,8,13,148
"S00098066",135,18,10,107
"S00098067",86,14,16,56
"S00098068",85,5,9,71
"S00098069",139,19,14,106
"S00098070",163,13,15,135
"S00098071",196,14,12,170
"S00098072",102,3,6,93
"S00098073",199,18,17,164
"S00098074",100,6,7,87
"S00098075",107,9,12,86
"S00098076",158,10,19,129
"S00098077",88,10,9,69
"S00098078",105,5,6,94
"S00098079",132,16,10,106
"S00098080",166,18,20,128
"S00098081",152,6,24,122
"S00098082",98,12,4,82
"S00098083",132,18,16,98
"S00098084",101,5,13,83
"S00098085",127,5,21,101
"S00098086",83,5,10,68
"S00098087",57,10,19,28
"S00098088",117,4,10,103
"S00098089",145,6,17,122
"S00098090",144,8,16,120
"S00098091",103,9,12,82
"S00098092",91,10,13,68
"S00098093",94,4,11,79
"S00098094",132,8,16,108
"S00098095",124,6,13,105
"S00098096",181,25,16,140
"S00098097",77,9,15,53
"S00098098",63,4,11,48
"S00098099",136,10,11,115
"S00098100",108,5,15,88
"S00098101",68,7,3,58
"S00098102",65,5,5,55
"S00098103",169,29,38,102
"S00098104",104,13,15,76
"S00098105",103,8,17,78
"S00098106",85,12,7,66
"S00098107",104,16,22,66
"S00098108",161,29,30,102
"S00098109",163,9,20,134
"S00098110",51,11,20,20
"S00098111",136,18,17,101
"S00098112",62,13,11,38
"S00098113",92,17,13,62
"S00098114",181,14,23,144
"S00098115",112,11,21,80
"S00098116",168,12,10,146
"S00098117",141,7,24,110
"S00098118",127,14,10,103
"S00098119",88,16,14,58
"S00098120",121,13,9,99
"S00098121",127,10,14,103
"S00098122",94,10,16,68
"S00098123",134,3,13,118
"S00098124",147,24,16,107
"S00098125",127,16,13,98
"S00098126",112,21,19,72
"S00098127",149,16,15,118
"S00098128",175,41,26,108
"S00098129",127,12,15,100
"S00098130",78,17,16,45
"S00098131",97,7,8,82
"S00098132",99,11,7,81
"S00098133",145,11,18,116
"S00098134",105,13,12,80
"S00098135",112,29,10,73
"S00098136",129,18,19,92
"S00098137",166,20,21,125
"S00098138",149,22,14,113
"S00098139",149,19,27,103
"S00098140",60,9,4,47
"S00098141",90,14,12,64
"S00098142",114,16,11,87
"S00098143",99,13,19,67
"S00098144",101,14,12,75
"S00098145",92,15,12,65
"S00098146",102,1,7,94
"S00098147",126,17,19,90
"S00098148",125,9,10,106
"S00098149",109,27,14,68
"S00098150",87,7,15,65
"S00098151",72,17,10,45
"S00098152",129,13,16,100
"S00098153",115,11,11,93
"S00098154",53,11,8,34
"S00098155",68,32,11,25
"S00098156",62,13,11,38
"S00098157",71,20,12,39
"S00098158",97,20,11,66
"S00098159",109,25,14,70
"S00098160",96,14,14,68
"S00098161",111,17,14,80
"S00098162",151,14,16,121
"S00098163",78,8,8,62
"S00098164",108,4,9,95
"S00098165",105,14,9,82
"S00098166",50,3,1,46
"S00098167",73,5,7,61
"S00098168",103,8,10,85
"S00098169",92,12,16,64
"S00098170",75,6,10,59
"S00098171",111,9,9,93
"S00098172",147,17,26,104
"S00098173",60,3,6,51
"S00098174",91,10,10,71
"S00098175",81,4,8,69
"S00098176",124,13,17,94
"S00098177",110,11,13,86
"S00098178",77,9,7,61
"S00098179",89,3,5,81
"S00098180",153,17,22,114
"S00098181",103,10,11,82
"S00098182",99,13,10,76
"S00098183",91,12,15,64
"S00098184",114,11,17,86
"S00098185",62,1,5,56
"S00098186",103,7,12,84
"S00098187",56,2,7,47
"S00098188",144,13,22,109
"S00098189",145,6,19,120
"S00098190",64,6,6,52
"S00098191",76,5,17,54
"S00098192",96,19,15,62
"S00098193",79,5,10,64
"S00098194",74,5,14,55
"S00098195",108,6,8,94
"S00098196",56,20,14,22
"S00098197",132,9,6,117
"S00098198",86,8,5,73
"S00098199",76,4,4,68
"S00098200",169,4,8,157
"S00098201",143,1,6,136
"S00098202",102,0,10,92
"S00098203",170,12,8,150
"S00098204",83,4,3,76
"S00098205",80,9,11,60
"S00098206",120,4,5,111
"S00098207",98,7,10,81
"S00098208",92,16,15,61
"S00098209",71,5,6,60
"S00098210",127,5,15,107
"S00098211",151,21,17,113
"S00098212",128,8,11,109
"S00098213",126,9,10,107
"S00098214",128,7,11,110
"S00098215",113,12,15,86
"S00098216",168,12,18,138
"S00098217",107,7,8,92
"S00098218",109,7,18,84
"S00098219",88,10,11,67
"S00098220",87,3,9,75
"S00098221",92,4,14,74
"S00098222",156,6,19,131
"S00098223",102,6,21,75
"S00098224",149,44,20,85
"S00098225",74,5,6,63
"S00098226",169,12,22,135
"S00098227",107,7,13,87
"S00098228",105,10,11,84
"S00098229",62,2,2,58
"S00098230",81,5,12,64
"S00098231",59,6,9,44
"S00098232",78,9,14,55
"S00098233",101,9,15,77
"S00098234",103,8,12,83
"S00098235",92,10,15,67
"S00098236",89,8,14,67
"S00098237",99,17,11,71
"S00098238",64,10,11,43
"S00098239",70,10,9,51
"S00098240",116,7,15,94
"S00098241",71,8,11,52
"S00098242",91,29,17,45
"S00098243",96,5,11,80
"S00098244",139,10,19,110
"S00098245",106,13,13,80
"S00098246",113,42,13,58
"S00098247",119,13,6,100
"S00098248",51,3,6,42
"S00098249",68,5,13,50
"S00098250",90,4,13,73
"S00098251",109,7,13,89
"S00098252",110,24,12,74
"S00098253",177,53,14,110
"S00098254",193,14,10,169
"S00098255",104,5,8,91
"S00098256",101,14,18,69
"S00098257",66,7,12,47
"S00098258",75,10,7,58
"S00098259",95,9,9,77
"S00098260",140,10,14,116
"S00098261",172,20,16,136
"S00098262",90,7,13,70
"S00098263",119,8,14,97
"S00098264",126,38,19,69
"S00098265",118,13,13,92
"S00098266",152,20,18,114
"S00098267",91,2,12,77
"S00098268",107,16,12,79
"S00098269",100,24,16,60
"S00098270",159,12,26,121
"S00098271",129,5,16,108
"S00098272",60,3,4,53
"S00098273",212,22,23,167
"S00098274",135,10,6,119
"S00098275",70,10,5,55
"S00098276",137,20,31,86
"S00098277",61,12,10,39
"S00098278",136,13,12,111
"S00098279",106,15,15,76
"S00098280",68,2,8,58
"S00098281",77,14,13,50
"S00098282",67,12,6,49
"S00098283",62,12,4,46
"S00098284",75,10,8,57
"S00098285",64,9,6,49
"S00098286",75,9,8,58
"S00098287",151,16,15,120
"S00098288",104,9,19,76
"S00098289",149,10,15,124
"S00098290",98,13,9,76
"S00098291",80,16,6,58
"S00098292",172,14,20,138
"S00098293",95,9,19,67
"S00098294",95,13,10,72
"S00098295",108,7,9,92
"S00098296",166,8,15,143
"S00098297",120,11,18,91
"S00098298",135,7,10,118
"S00098299",160,13,14,133
"S00098300",146,13,19,114
"S00098301",84,5,6,73
"S00098302",150,32,24,94
"S00098303",124,24,26,74
"S00098304",98,5,5,88
"S00098305",174,15,28,131
"S00098306",113,7,15,91
"S00098307",76,2,12,62
"S00098308",63,1,16,46
"S00098309",151,21,24,106
"S00098310",88,8,14,66
"S00098311",73,3,5,65
"S00098312",131,17,11,103
"S00098313",50,3,14,33
"S00098314",78,16,6,56
"S00098315",127,14,19,94
"S00098316",101,18,12,71
"S00098317",52,3,8,41
"S00098318",61,8,6,47
"S00098319",163,10,15,138
"S00098320",115,6,8,101
"S00098321",80,8,8,64
"S00098322",117,8,18,91
"S00098323",163,23,21,119
"S00098324",67,6,21,40
"S00098325",109,15,16,78
"S00098326",67,13,10,44
"S00098327",108,24,12,72
"S00098328",97,17,16,64
"S00098329",72,10,3,59
"S00098330",115,15,12,88
"S00098331",102,15,13,74
"S00098332",88,21,9,58
"S00098333",65,4,8,53
"S00098334",112,7,7,98
"S00098335",165,13,14,138
"S00098336",61,17,9,35
"S00098337",57,7,7,43
"S00098338",111,18,9,84
"S00098339",107,7,9,91
"S00098340",131,36,19,76
"S00098341",88,13,5,70
"S00098342",148,13,14,121
"S00098343",69,21,14,34
"S00098344",86,8,6,72
"S00098345",78,20,15,43
"S00098346",96,20,7,69
"S00098347",144,33,40,71
"S00098348",62,8,8,46
"S00098349",125,24,18,83
"S00098350",126,7,19,100
"S00098351",155,6,20,129
"S00098352",189,15,25,149
"S00098353",120,27,14,79
"S00098354",84,5,7,72
"S00098355",112,9,14,89
"S00098356",69,9,11,49
"S00098357",78,9,8,61
"S00098358",85,11,7,67
"S00098359",81,3,7,71
"S00098360",149,20,17,112
"S00098361",54,8,2,44
"S00098362",149,9,9,131
"S00098363",136,12,10,114
"S00098364",90,4,7,79
"S00098365",56,20,23,13
"S00098366",96,11,12,73
"S00098367",118,30,20,68
"S00098368",74,10,19,45
"S00098369",98,10,12,76
"S00098370",146,15,19,112
"S00098371",85,7,13,65
"S00098372",111,27,20,64
"S00098373",62,2,9,51
"S00098374",67,4,9,54
"S00098375",98,9,12,77
"S00098376",104,26,20,58
"S00098377",131,31,10,90
"S00098378",199,9,18,172
"S00098379",102,28,12,62
"S00098380",176,12,8,156
"S00098381",170,5,8,157
"S00098382",130,5,11,114
"S00098383",168,10,23,135
"S00098384",130,9,9,112
"S00098385",95,3,14,78
"S00098386",119,9,14,96
"S00098387",88,22,10,56
"S00098388",109,4,14,91
"S00098389",85,7,11,67
"S00098390",164,15,14,135
"S00098391",61,7,11,43
"S00098392",67,7,5,55
"S00098393",129,4,14,111
"S00098394",112,10,6,96
"S00098395",115,10,18,87
"S00098396",106,13,14,79
"S00098397",86,6,7,73
"S00098398",128,9,9,110
"S00098399",70,15,10,45
"S00098400",139,17,28,94
"S00098401",89,13,13,63
"S00098402",190,8,7,175
"S00098403",88,14,15,59
"S00098404",65,1,4,60
"S00098405",109,19,9,81
"S00098406",159,16,16,127
"S00098407",98,4,13,81
"S00098408",107,7,11,89
"S00098409",134,7,9,118
"S00098410",138,3,8,127
"S00098411",72,6,11,55
"S00098412",154,19,17,118
"S00098413",77,9,9,59
"S00098414",130,21,23,86
"S00098415",88,3,9,76
"S00098416",111,13,8,90
"S00098417",137,9,5,123
"S00098418",101,2,5,94
"S00098419",118,5,8,105
"S00098420",130,5,5,120
"S00098421",122,8,10,104
"S00098422",144,17,17,110
"S00098423",111,7,9,95
"S00098424",74,8,13,53
"S00098425",111,2,12,97
"S00098426",99,6,10,83
"S00098427",136,6,17,113
"S00098428",93,13,9,71
"S00098429",71,7,7,57
"S00098430",70,8,6,56
"S00098431",122,9,8,105
"S00098432",104,11,19,74
"S00098433",141,12,12,117
"S00098434",148,8,21,119
"S00098435",68,2,10,56
"S00098436",84,9,12,63
"S00098437",242,65,34,143
"S00098438",106,11,16,79
"S00098439",87,1,3,83
"S00098440",196,4,5,187
"S00098441",165,3,6,156
"S00098442",79,4,6,69
"S00098443",172,4,6,162
"S00098444",131,12,16,103
"S00098445",139,25,23,91
"S00098446",110,5,6,99
"S00098447",161,20,40,101
"S00098448",104,10,10,84
"S00098449",103,4,8,91
"S00098450",163,10,25,128
"S00098451",123,3,6,114
"S00098452",95,5,4,86
"S00098453",107,0,7,100
"S00098454",137,2,2,133
"S00098455",91,4,4,83
"S00098456",74,3,7,64
"S00098457",155,28,17,110
"S00098458",107,5,13,89
"S00098459",105,4,10,91
"S00098460",93,4,3,86
"S00098461",168,2,7,159
"S00098462",106,10,17,79
"S00098463",145,1,2,142
"S00098464",86,1,7,78
"S00098465",65,3,2,60
"S00098466",64,3,3,58
"S00098467",72,4,12,56
"S00098468",86,1,9,76
"S00098469",61,1,4,56
"S00098470",124,2,10,112
"S00098471",56,7,7,42
"S00098472",112,7,12,93
"S00098473",121,3,9,109
"S00098474",158,3,9,146
"S00098475",86,8,14,64
"S00098476",155,14,10,131
"S00098477",84,4,4,76
"S00098478",63,5,4,54
"S00098479",108,28,19,61
"S00098480",206,8,10,188
"S00098481",65,5,16,44
"S00098482",238,16,16,206
"S00098483",88,6,7,75
"S00098484",138,13,7,118
"S00098485",525,4,25,496
"S00098486",59,12,8,39
"S00098487",67,13,11,43
"S00098488",137,10,14,113
"S00098489",114,15,24,75
"S00098490",132,8,16,108
"S00098491",113,7,10,96
"S00098492",89,0,1,88
"S00098493",93,5,8,80
"S00098494",124,2,7,115
"S00098495",150,7,13,130
"S00098496",99,6,10,83
"S00098497",132,3,17,112
"S00098498",56,3,4,49
"S00098499",125,7,18,100
"S00098500",155,8,14,133
"S00098501",148,29,16,103
"S00098502",117,8,15,94
"S00098503",80,3,6,71
"S00098504",146,7,14,125
"S00098505",380,8,25,347
"S00098506",158,7,17,134
"S00098507",103,7,5,91
"S00098508",144,3,13,128
"S00098509",134,8,11,115
"S00098510",63,3,3,57
"S00098511",74,4,2,68
"S00098512",91,14,12,65
"S00098513",56,2,2,52
"S00098514",82,10,13,59
"S00098515",68,7,8,53
"S00098516",60,7,14,39
"S00098517",60,12,15,33
"S00098518",66,1,2,63
"S00098519",86,10,11,65
"S00098520",105,5,15,85
"S00098521",91,8,21,62
"S00098522",121,9,8,104
"S00098523",139,8,6,125
"S00098524",133,1,7,125
"S00098525",108,13,2,93
"S00098526",136,15,10,111
"S00098527",72,3,2,67
"S00098528",51,4,4,43
"S00098529",60,5,3,52
"S00098530",92,0,1,91
"S00098531",77,0,4,73
"S00098532",168,10,10,148
"S00098533",116,4,10,102
"S00098534",120,2,6,112
"S00098535",86,2,6,78
"S00098536",100,8,13,79
"S00098537",116,9,4,103
"S00098538",125,3,9,113
"S00098539",132,7,7,118
"S00098540",115,6,16,93
"S00098541",100,3,6,91
"S00098542",67,3,3,61
"S00098543",117,5,8,104
"S00098544",56,15,19,22
"S00098545",72,22,13,37
"S00098546",113,7,12,94
"S00098547",149,9,16,124
"S00098548",130,13,20,97
"S00098549",227,13,11,203
