"output_area","ALL PEOPLE","Economically active","   Employee total","     Employee Part-time","     Employee Full-time","   Self-employed with employees total","     Self-employed with employees - Part-time","     Self-employed with employees - Full-time","   Self-employed without employees total","     Self-employed without employees - Part-time","     Self-employed without employees - Full-time","     Unemployed","     Full-time students","Economically inactive","     Retired","     Student","     Looking after home/family","     Permanently sick/disabled","     Other"
"60RB000402",124,83,74,26,48,2,0,2,3,0,3,3,1,41,10,4,7,10,10
"60RB000403",95,66,49,12,37,0,0,0,3,0,3,12,2,29,10,6,6,4,3
"60RB000404",120,77,68,13,55,1,0,1,2,0,2,4,2,43,16,2,6,13,6
"60RB000405",95,67,57,29,28,0,0,0,2,0,2,8,0,28,9,0,9,8,2
"60RB000406",117,83,63,12,51,1,0,1,8,3,5,5,6,34,10,3,5,8,8
"60RB000407",85,59,50,17,33,0,0,0,6,1,5,1,2,26,12,2,4,6,2
"60RB000408",61,38,29,7,22,0,0,0,1,0,1,5,3,23,13,0,4,3,3
"60RB000409",102,61,51,11,40,0,0,0,4,1,3,4,2,41,8,4,9,15,5
"60RB000410",103,75,64,17,47,0,0,0,5,1,4,5,1,28,15,3,3,7,0
"60RB000411",61,48,40,6,34,0,0,0,2,0,2,4,2,13,5,0,0,5,3
"60RB000412",81,60,51,9,42,2,1,1,2,1,1,4,1,21,11,1,3,4,2
"60RB000413",105,74,62,19,43,0,0,0,7,2,5,2,3,31,18,1,1,11,0
"60RB000414",104,59,41,12,29,0,0,0,5,1,4,11,2,45,6,3,6,23,7
"60RB000415",111,70,52,15,37,1,0,1,3,1,2,11,3,41,7,4,16,10,4
"60RB000416",105,85,69,17,52,1,0,1,9,2,7,3,3,20,16,1,1,1,1
"60RB000417",109,83,69,10,59,6,0,6,4,0,4,3,1,26,9,4,2,3,8
"60RB000418",104,74,67,13,54,1,0,1,2,0,2,2,2,30,23,1,3,2,1
"60RB000419",97,63,59,9,50,0,0,0,2,1,1,1,1,34,22,2,4,4,2
"60RB000420",101,80,60,16,44,3,0,3,5,0,5,6,6,21,2,1,5,8,5
"60RB000421",151,98,79,27,52,2,1,1,6,2,4,7,4,53,13,3,6,21,10
"60RB000422",122,71,53,11,42,0,0,0,7,2,5,9,2,51,20,2,14,13,2
"60RB000423",84,45,36,14,22,0,0,0,3,0,3,3,3,39,17,1,5,11,5
"60RB000424",96,75,61,21,40,6,2,4,2,0,2,3,3,21,11,3,5,1,1
"60RB000425",80,49,40,16,24,3,2,1,2,0,2,2,2,31,12,0,8,10,1
"60RB000426",141,85,77,26,51,0,0,0,1,1,0,5,2,56,18,7,10,16,5
"60RB000427",103,68,57,13,44,1,0,1,4,1,3,4,2,35,15,2,4,9,5
"60RB000428",87,59,49,16,33,1,1,0,2,0,2,4,3,28,9,3,8,6,2
"60RB000429",61,49,41,14,27,2,0,2,1,1,0,5,0,12,7,2,1,1,1
"60RB000430",68,37,33,5,28,2,0,2,1,0,1,1,0,31,21,1,0,5,4
"60RB000431",103,72,61,15,46,3,1,2,4,1,3,1,3,31,19,1,4,3,4
"60RB000432",74,49,45,13,32,1,0,1,0,0,0,1,2,25,16,1,3,4,1
"60RB000433",86,57,46,15,31,0,0,0,3,1,2,4,4,29,13,3,6,4,3
"60RB000434",79,50,45,13,32,0,0,0,3,0,3,1,1,29,15,3,4,4,3
"60RB000435",70,53,45,11,34,0,0,0,1,0,1,3,4,17,3,0,3,7,4
"60RB000436",97,59,51,12,39,1,1,0,1,0,1,2,4,38,18,4,6,7,3
"60RB000437",83,56,46,15,31,1,0,1,3,1,2,2,4,27,12,3,4,7,1
"60RB000438",81,63,45,15,30,1,0,1,7,0,7,5,5,18,9,1,1,5,2
"60RB000439",134,82,65,20,45,0,0,0,2,1,1,11,4,52,13,4,12,13,10
"60RB000440",111,68,58,11,47,1,0,1,4,1,3,2,3,43,10,2,11,15,5
"60RB000441",85,50,40,5,35,0,0,0,4,0,4,5,1,35,16,0,4,10,5
"60RB000442",123,82,65,18,47,0,0,0,6,1,5,5,6,41,11,5,8,5,12
"60RB000443",75,54,43,15,28,1,0,1,3,0,3,4,3,21,6,1,6,2,6
"60RB000444",125,90,82,21,61,1,0,1,3,1,2,1,3,35,13,4,4,9,5
"60RB000445",95,64,56,12,44,0,0,0,4,0,4,1,3,31,9,1,4,15,2
"60RB000446",82,53,44,18,26,2,0,2,3,0,3,2,2,29,21,4,0,2,2
"60RB000447",60,43,37,3,34,0,0,0,1,0,1,0,5,17,6,0,4,4,3
"60RB000448",73,56,48,15,33,0,0,0,2,1,1,2,4,17,11,1,0,4,1
"60RB000449",118,93,83,16,67,0,0,0,2,1,1,2,6,25,7,3,4,6,5
"60RB000450",66,47,39,7,32,0,0,0,5,1,4,2,1,19,9,2,2,5,1
"60RB000451",95,70,66,13,53,1,0,1,1,1,0,0,2,25,14,2,4,4,1
"60RB000452",77,47,40,8,32,1,0,1,1,1,0,2,3,30,10,0,6,11,3
"60RB000453",83,59,51,15,36,2,0,2,2,0,2,2,2,24,7,5,5,6,1
"60RB000454",69,53,46,11,35,0,0,0,5,2,3,2,0,16,4,0,1,9,2
"60RB000455",35,18,14,4,10,0,0,0,0,0,0,4,0,17,5,0,2,6,4
"60RB000456",107,77,73,14,59,1,0,1,3,0,3,0,0,30,14,2,2,9,3
"60RB000457",140,110,92,29,63,0,0,0,5,1,4,5,8,30,16,3,5,5,1
"60RB000458",74,51,39,11,28,0,0,0,7,0,7,4,1,23,9,2,6,5,1
"60RB000459",134,102,92,24,68,1,0,1,6,2,4,2,1,32,10,1,8,9,4
"60RB000460",118,85,71,15,56,1,0,1,4,1,3,5,4,33,14,4,3,8,4
"60RB000461",112,78,66,20,46,0,0,0,5,0,5,5,2,34,11,2,6,7,8
"60RB000462",63,40,34,11,23,0,0,0,3,0,3,2,1,23,9,3,3,4,4
"60RB000463",70,56,49,14,35,0,0,0,1,1,0,4,2,14,4,1,3,3,3
"60RB000464",90,66,54,12,42,0,0,0,3,1,2,7,2,24,8,0,8,4,4
"60RB000465",77,61,50,11,39,1,0,1,3,0,3,5,2,16,3,7,3,2,1
"60RB000466",87,56,44,11,33,0,0,0,6,1,5,4,2,31,12,4,2,10,3
"60RB000467",91,63,60,19,41,0,0,0,1,0,1,1,1,28,11,0,4,8,5
"60RB000468",49,40,34,10,24,1,0,1,1,0,1,2,2,9,2,0,1,6,0
"60RB000469",106,80,64,11,53,2,0,2,4,0,4,4,6,26,4,1,2,11,8
"60RB000470",54,40,33,6,27,2,0,2,0,0,0,4,1,14,7,2,1,3,1
"60RB000471",72,35,31,8,23,1,0,1,1,0,1,1,1,37,13,1,5,15,3
"60RB000472",76,59,48,6,42,1,0,1,1,0,1,5,4,17,10,0,2,4,1
"60RB000473",81,57,37,3,34,0,0,0,2,0,2,11,7,24,6,0,0,14,4
"60RB000474",75,58,41,5,36,3,0,3,6,3,3,7,1,17,4,3,2,3,5
"60RB000475",41,28,25,2,23,0,0,0,0,0,0,2,1,13,7,0,3,3,0
"60RB000476",88,70,59,7,52,2,0,2,5,0,5,2,2,18,3,2,5,5,3
"60RB000477",81,64,52,7,45,3,0,3,3,1,2,5,1,17,7,5,0,4,1
"60RB000478",48,38,28,2,26,1,0,1,1,0,1,6,2,10,5,2,0,1,2
"60RB000479",77,65,58,6,52,0,0,0,2,1,1,2,3,12,3,1,0,5,3
"60RB000480",68,59,49,4,45,1,0,1,2,0,2,1,6,9,1,1,2,1,4
"60RB000481",92,70,52,6,46,4,1,3,8,3,5,3,3,22,13,1,3,3,2
"60RB000482",67,38,28,2,26,0,0,0,3,0,3,1,6,29,14,2,3,9,1
"60RB000483",74,50,39,4,35,1,0,1,4,0,4,5,1,24,14,0,2,4,4
"60RB000484",100,64,51,10,41,3,0,3,6,4,2,3,1,36,28,0,3,4,1
"60RB000485",112,79,61,18,43,6,1,5,9,5,4,2,1,33,18,0,5,8,2
"60RB000486",116,83,59,13,46,9,1,8,5,1,4,4,6,33,13,4,6,7,3
"60RB000487",106,84,71,12,59,1,0,1,3,0,3,5,4,22,9,3,2,2,6
"60RB000488",54,43,37,3,34,1,0,1,2,0,2,1,2,11,4,2,2,3,0
"60RB000489",59,50,37,6,31,0,0,0,1,0,1,5,7,9,5,0,0,2,2
"60RB000490",95,78,60,7,53,0,0,0,3,0,3,6,9,17,0,4,2,7,4
"60RB000491",70,62,53,7,46,1,0,1,2,0,2,5,1,8,1,1,0,5,1
"60RB000492",74,39,34,13,21,0,0,0,1,0,1,3,1,35,18,1,1,8,7
"60RB000493",73,45,42,12,30,0,0,0,2,1,1,1,0,28,16,0,9,2,1
"60RB000494",67,40,31,6,25,0,0,0,4,2,2,1,4,27,18,1,2,3,3
"60RB000495",60,46,43,11,32,0,0,0,2,0,2,1,0,14,7,0,2,5,0
"60RB000496",71,37,35,4,31,0,0,0,1,0,1,1,0,34,26,1,0,6,1
"60RB000497",65,45,39,7,32,0,0,0,2,0,2,0,4,20,8,2,4,4,2
"60RB000498",125,66,51,9,42,5,0,5,3,1,2,2,5,59,32,7,7,7,6
"60RB000499",62,39,33,12,21,0,0,0,1,0,1,3,2,23,2,1,11,2,7
"60RB000500",66,33,26,9,17,0,0,0,0,0,0,3,4,33,9,0,11,9,4
"60RB000501",92,60,45,17,28,4,2,2,3,1,2,7,1,32,6,1,12,9,4
"60RB000502",92,44,34,14,20,0,0,0,3,2,1,5,2,48,1,7,17,13,10
"60RB000503",62,32,20,6,14,0,0,0,2,1,1,8,2,30,2,3,11,3,11
"60RB000504",89,44,36,17,19,1,0,1,0,0,0,6,1,45,5,4,14,6,16
"60RB000505",81,65,54,11,43,1,1,0,4,0,4,3,3,16,7,0,4,4,1
"60RB000506",76,47,33,12,21,1,0,1,2,0,2,8,3,29,6,1,9,5,8
"60RB000507",92,54,40,15,25,2,1,1,2,0,2,6,4,38,6,8,16,3,5
"60RB000508",75,44,30,10,20,1,0,1,3,0,3,7,3,31,7,3,14,5,2
"60RB000509",26,5,5,1,4,0,0,0,0,0,0,0,0,21,16,0,0,4,1
"60RB000510",66,30,25,3,22,1,0,1,1,0,1,3,0,36,27,1,1,6,1
"60RB000511",97,73,59,15,44,6,1,5,7,0,7,0,1,24,13,2,3,3,3
"60RB000512",76,46,33,10,23,5,0,5,5,2,3,1,2,30,18,4,4,2,2
"60RB000513",98,62,48,17,31,5,0,5,5,1,4,1,3,36,26,0,5,2,3
"60RB000514",89,43,31,10,21,8,2,6,2,1,1,0,2,46,29,2,9,4,2
"60RB000515",118,59,35,9,26,10,4,6,10,3,7,2,2,59,37,4,10,4,4
"60RB000516",166,75,55,15,40,9,1,8,6,1,5,4,1,91,21,3,8,39,20
"60RB000517",80,56,47,14,33,2,0,2,3,1,2,3,1,24,8,2,5,5,4
"60RB000518",56,39,27,5,22,3,0,3,5,0,5,2,2,17,4,1,5,3,4
"60RB000519",72,48,37,5,32,1,0,1,7,3,4,3,0,24,12,3,3,4,2
"60RB000520",142,104,74,14,60,6,2,4,21,1,20,1,2,38,24,3,5,3,3
"60RB000521",95,71,49,10,39,7,1,6,10,6,4,3,2,24,18,1,5,0,0
"60RB000522",97,71,61,24,37,5,0,5,2,0,2,1,2,26,11,8,4,1,2
"60RB000523",75,43,36,16,20,0,0,0,3,2,1,2,2,32,24,1,4,3,0
"60RB000524",80,60,54,11,43,1,0,1,2,0,2,1,2,20,10,3,3,1,3
"60RB000525",69,50,45,14,31,1,0,1,1,0,1,1,2,19,14,0,1,3,1
"60RB000526",113,87,78,29,49,2,1,1,3,2,1,3,1,26,16,1,3,5,1
"60RB000527",93,80,67,10,57,1,0,1,4,1,3,5,3,13,5,2,1,4,1
"60RB000528",57,37,27,1,26,0,0,0,2,0,2,3,5,20,10,5,0,4,1
"60RB000529",59,33,27,1,26,2,0,2,2,0,2,1,1,26,21,1,1,3,0
"60RB000530",60,51,32,4,28,5,0,5,1,0,1,9,4,9,2,1,3,2,1
"60RB000531",43,23,23,1,22,0,0,0,0,0,0,0,0,20,12,1,4,1,2
"60RB000532",89,37,31,9,22,1,0,1,1,0,1,2,2,52,39,1,0,9,3
"60RB000533",63,54,42,6,36,0,0,0,5,1,4,4,3,9,3,0,1,4,1
"60RB000534",53,27,24,6,18,1,0,1,2,0,2,0,0,26,19,0,0,5,2
"60RB000535",91,49,37,5,32,5,1,4,4,1,3,2,1,42,23,1,1,10,7
"60RB000536",86,75,55,10,45,5,2,3,9,0,9,2,4,11,4,1,1,2,3
"60RB000537",104,82,61,10,51,3,0,3,12,4,8,4,2,22,7,4,4,7,0
"60RB000538",71,49,37,5,32,2,0,2,5,2,3,2,3,22,10,3,5,4,0
"60RB000539",55,33,24,3,21,1,0,1,3,0,3,4,1,22,9,1,3,6,3
"60RB000540",69,47,37,10,27,0,0,0,2,0,2,4,4,22,4,4,6,5,3
"60RB000541",79,56,49,13,36,0,0,0,3,1,2,2,2,23,9,4,4,2,4
"60RB000542",72,49,35,8,27,1,1,0,4,1,3,3,6,23,13,1,4,2,3
"60RB000543",109,77,64,21,43,2,0,2,4,1,3,3,4,32,11,1,6,9,5
"60RB000544",75,41,34,8,26,1,0,1,1,0,1,2,3,34,19,2,0,8,5
"60RB000545",87,65,54,9,45,1,0,1,2,0,2,5,3,22,8,4,1,8,1
"60RB000546",60,34,25,8,17,2,0,2,5,1,4,2,0,26,11,4,4,5,2
"60RB000547",81,55,48,13,35,0,0,0,1,0,1,5,1,26,11,6,5,3,1
"60RB000548",107,62,49,12,37,2,0,2,4,0,4,5,2,45,14,6,13,9,3
"60RB000549",71,45,33,10,23,2,0,2,4,2,2,3,3,26,13,2,4,3,4
"60RB000550",88,59,48,14,34,0,0,0,1,0,1,4,6,29,15,3,5,1,5
"60RB000551",101,65,50,16,34,6,0,6,2,0,2,0,7,36,18,4,8,4,2
"60RB000552",76,57,49,5,44,3,1,2,5,0,5,0,0,19,12,1,2,3,1
"60RB000553",77,53,44,12,32,0,0,0,4,1,3,2,3,24,8,3,4,8,1
"60RB000554",84,53,39,7,32,5,0,5,4,2,2,2,3,31,19,2,8,2,0
"60RB000555",123,88,68,14,54,3,1,2,13,6,7,0,4,35,19,2,3,3,8
"60RB000556",143,96,79,21,58,6,2,4,4,0,4,3,4,47,25,5,6,6,5
"60RB000557",42,15,13,6,7,0,0,0,2,0,2,0,0,27,20,0,1,5,1
"60RB000558",98,62,53,10,43,5,1,4,3,1,2,0,1,36,20,3,2,10,1
"60RB000559",57,42,35,9,26,1,0,1,3,2,1,2,1,15,8,1,2,1,3
"60RB000560",91,58,52,13,39,0,0,0,5,2,3,0,1,33,22,2,5,3,1
"60RB000561",67,52,43,8,35,1,0,1,4,1,3,0,4,15,7,0,2,5,1
"60RB000562",77,60,47,9,38,3,0,3,6,2,4,1,3,17,8,3,5,0,1
"60RB000563",74,58,54,3,51,0,0,0,2,0,2,0,2,16,5,2,2,1,6
"60RB000564",73,62,56,9,47,0,0,0,2,0,2,0,4,11,6,1,1,2,1
"60RB000565",75,66,54,6,48,1,0,1,7,3,4,2,2,9,2,1,2,3,1
"60RB000566",68,59,53,4,49,0,0,0,4,2,2,1,1,9,1,1,2,3,2
"60RB000567",78,56,48,11,37,0,0,0,0,0,0,4,4,22,11,2,5,2,2
"60RB000568",74,64,54,11,43,3,0,3,3,1,2,1,3,10,2,2,4,1,1
"60RB000569",95,58,54,5,49,1,0,1,2,0,2,0,1,37,24,2,2,4,5
"60RB000570",67,39,30,8,22,4,1,3,3,1,2,2,0,28,14,1,5,5,3
"60RB000571",69,46,39,4,35,4,0,4,0,0,0,2,1,23,17,0,4,2,0
"60RB000572",74,41,31,6,25,5,1,4,2,1,1,0,3,33,21,1,5,4,2
"60RB000573",68,58,48,12,36,0,0,0,4,1,3,3,3,10,4,0,3,2,1
"60RB000574",72,49,34,6,28,6,1,5,3,1,2,3,3,23,11,5,2,3,2
"60RB000575",71,54,47,16,31,0,0,0,6,3,3,0,1,17,9,4,0,3,1
"60RB000576",66,44,33,9,24,3,0,3,1,1,0,2,5,22,11,2,5,2,2
"60RB000577",103,69,48,8,40,11,2,9,4,1,3,1,5,34,17,4,9,1,3
"60RB000578",101,71,62,13,49,2,0,2,2,0,2,2,3,30,23,2,1,2,2
"60RB000579",72,55,44,13,31,3,0,3,5,3,2,3,0,17,11,2,2,1,1
"60RB000580",64,44,34,8,26,2,0,2,6,0,6,1,1,20,15,0,4,0,1
"60RB000581",73,56,49,6,43,1,0,1,3,1,2,1,2,17,11,0,5,0,1
"60RB000582",71,56,53,9,44,1,0,1,2,1,1,0,0,15,10,1,4,0,0
"60RB000583",60,40,35,9,26,3,0,3,1,0,1,1,0,20,10,2,1,4,3
"60RB000584",111,63,51,11,40,2,0,2,5,2,3,3,2,48,32,2,7,6,1
"60RB000585",67,47,41,5,36,1,0,1,2,1,1,1,2,20,15,1,2,1,1
"60RB000586",99,70,56,10,46,3,0,3,6,3,3,4,1,29,19,3,4,1,2
"60RB000587",60,44,40,8,32,1,0,1,1,0,1,2,0,16,7,1,2,3,3
"60RB000588",62,44,30,8,22,3,1,2,8,1,7,2,1,18,8,2,4,3,1
"60RB000589",66,26,17,6,11,2,0,2,5,1,4,1,1,40,30,1,4,1,4
"60RB000590",82,44,29,4,25,6,1,5,8,4,4,0,1,38,32,0,4,1,1
"60RB000591",80,15,9,2,7,3,1,2,1,0,1,2,0,65,58,0,5,1,1
"60RB000592",81,59,38,11,27,7,3,4,11,2,9,0,3,22,12,2,4,1,3
"60RB000593",65,33,19,5,14,6,1,5,7,4,3,1,0,32,19,3,8,1,1
"60RB000594",111,56,40,17,23,5,1,4,8,2,6,2,1,55,40,2,7,5,1
"60RB000595",81,44,35,10,25,0,0,0,6,1,5,1,2,37,18,4,5,8,2
"60RB000596",67,36,28,7,21,1,0,1,5,2,3,2,0,31,14,3,6,7,1
"60RB000597",86,48,25,6,19,10,0,10,9,1,8,2,2,38,24,1,6,2,5
"60RB000598",87,59,42,12,30,6,0,6,10,4,6,0,1,28,16,2,7,3,0
"60RB000599",85,57,32,9,23,8,1,7,11,4,7,2,4,28,19,2,5,2,0
"60RB000600",34,27,17,2,15,5,1,4,4,1,3,0,1,7,3,1,2,0,1
"60RB000601",57,36,27,8,19,3,1,2,6,2,4,0,0,21,14,0,1,3,3
"60RB000602",83,46,39,9,30,3,0,3,1,0,1,3,0,37,24,2,6,4,1
"60RB000603",136,86,73,19,54,3,1,2,4,1,3,1,5,50,34,7,4,5,0
"60RB000604",70,59,51,4,47,1,0,1,5,0,5,2,0,11,0,1,5,4,1
"60RB000605",118,96,80,17,63,4,0,4,10,3,7,2,0,22,15,0,2,5,0
"60RB000606",82,64,58,7,51,2,0,2,2,0,2,2,0,18,9,0,3,5,1
"60RB000607",63,33,25,3,22,1,0,1,3,1,2,4,0,30,19,0,4,4,3
"60RB000608",130,94,75,15,60,3,0,3,9,3,6,1,6,36,18,4,2,9,3
"60RB000609",84,53,47,10,37,2,0,2,3,1,2,1,0,31,21,3,2,3,2
"60RB000610",84,50,43,11,32,1,0,1,1,0,1,3,2,34,21,4,3,4,2
"60RB000611",74,52,45,13,32,2,1,1,2,1,1,2,1,22,12,2,2,3,3
"60RB000612",91,67,58,12,46,1,0,1,6,1,5,1,1,24,14,1,5,1,3
"60RB000613",139,88,74,19,55,0,0,0,7,2,5,3,4,51,38,4,3,5,1
"60RB000614",158,128,97,13,84,10,1,9,10,2,8,7,4,30,15,3,9,0,3
"60RB000615",110,70,53,14,39,6,1,5,6,2,4,2,3,40,20,2,4,9,5
"60RB000616",116,69,53,19,34,5,0,5,7,3,4,2,2,47,21,5,7,9,5
"60RB000617",67,39,32,11,21,2,0,2,2,0,2,3,0,28,15,4,3,4,2
"60RB000618",57,39,35,12,23,3,2,1,1,1,0,0,0,18,13,0,2,2,1
"60RB000619",150,102,77,18,59,8,0,8,13,3,10,2,2,48,22,7,5,9,5
"60RB000620",91,56,47,11,36,1,0,1,4,1,3,3,1,35,22,0,8,5,0
"60RB000621",78,54,44,16,28,0,0,0,5,0,5,3,2,24,10,1,4,4,5
"60RB000622",93,61,53,15,38,0,0,0,2,0,2,3,3,32,18,1,3,5,5
"60RB000623",56,36,31,9,22,0,0,0,0,0,0,3,2,20,12,1,3,2,2
"60RB000624",134,89,75,14,61,3,0,3,4,0,4,5,2,45,25,5,6,6,3
"60RB000625",101,78,64,11,53,3,0,3,7,0,7,2,2,23,12,3,2,5,1
"60RB000626",53,37,30,7,23,2,0,2,1,0,1,2,2,16,6,0,4,4,2
"60RB000627",78,48,40,15,25,1,0,1,0,0,0,4,3,30,20,2,4,2,2
"60RB000628",72,47,36,11,25,0,0,0,4,0,4,3,4,25,17,1,5,2,0
"60RB000629",77,56,52,13,39,0,0,0,0,0,0,1,3,21,13,2,2,3,1
"60RB000630",81,55,46,9,37,2,0,2,1,0,1,3,3,26,14,2,1,6,3
"60RB000631",121,78,62,11,51,3,0,3,5,1,4,4,4,43,31,3,6,3,0
"60RB000632",84,51,42,4,38,0,0,0,5,3,2,2,2,33,25,2,0,2,4
"60RB000633",69,43,34,5,29,1,0,1,5,2,3,1,2,26,16,2,3,4,1
"60RB000634",72,49,42,10,32,1,0,1,3,1,2,1,2,23,9,3,4,3,4
"60RB000635",65,44,38,9,29,1,1,0,4,2,2,1,0,21,13,2,2,2,2
"60RB000636",67,47,42,8,34,1,0,1,2,1,1,2,0,20,12,0,4,4,0
"60RB000637",71,44,34,11,23,0,0,0,3,1,2,1,6,27,22,0,3,1,1
"60RB000638",104,83,69,22,47,5,1,4,5,2,3,3,1,21,8,1,4,4,4
"60RB000639",85,49,44,17,27,0,0,0,2,2,0,0,3,36,25,2,3,5,1
"60RB000640",61,37,31,10,21,1,0,1,3,1,2,1,1,24,23,0,0,0,1
"60RB000641",91,67,50,17,33,7,2,5,5,3,2,1,4,24,13,6,0,2,3
"60RB000642",87,57,45,19,26,4,1,3,2,1,1,2,4,30,25,1,1,1,2
"60RB000643",63,34,27,8,19,3,1,2,3,1,2,1,0,29,24,1,4,0,0
"60RB000644",67,30,25,8,17,1,0,1,3,1,2,1,0,37,27,2,2,3,3
"60RB000645",93,64,49,17,32,8,2,6,4,2,2,1,2,29,22,2,4,1,0
"60RB000646",73,48,40,9,31,5,2,3,1,0,1,0,2,25,17,2,4,1,1
"60RB000647",114,81,62,16,46,4,0,4,7,3,4,0,8,33,19,3,6,4,1
"60RB000648",107,71,48,12,36,15,3,12,3,2,1,1,4,36,22,2,6,4,2
"60RB000649",88,63,46,12,34,1,0,1,9,1,8,4,3,25,17,3,3,0,2
"60RB000650",58,44,34,7,27,6,0,6,2,0,2,1,1,14,4,1,5,3,1
"60RB000651",46,32,26,4,22,2,1,1,2,1,1,2,0,14,11,0,1,1,1
"60RB000652",61,39,30,7,23,2,1,1,3,2,1,3,1,22,18,2,0,1,1
"60RB000653",113,87,72,19,53,7,2,5,4,1,3,1,3,26,16,1,5,2,2
"60RB000654",76,47,43,14,29,1,0,1,2,1,1,1,0,29,18,1,1,4,5
"60RB000655",77,39,29,5,24,5,1,4,2,0,2,1,2,38,23,1,3,6,5
"60RB000656",73,41,36,7,29,0,0,0,2,1,1,1,2,32,20,2,2,6,2
"60RB000657",90,57,43,12,31,5,1,4,5,4,1,2,2,33,24,3,3,2,1
"60RB000658",53,33,26,3,23,1,0,1,2,0,2,2,2,20,11,0,2,3,4
"60RB000659",82,45,34,4,30,3,1,2,5,3,2,2,1,37,26,2,2,3,4
"60RB000660",140,117,102,21,81,3,0,3,6,2,4,2,4,23,4,9,3,3,4
"60RB000661",106,85,74,12,62,4,2,2,5,0,5,1,1,21,4,8,2,5,2
"60RB000662",101,92,75,7,68,1,0,1,3,1,2,5,8,9,4,2,1,2,0
"60RB000663",130,90,64,13,51,6,1,5,10,2,8,3,7,40,27,4,4,4,1
"60RB000664",60,46,38,10,28,2,0,2,2,1,1,1,3,14,7,1,4,2,0
"60RB000665",60,32,29,5,24,1,1,0,2,0,2,0,0,28,19,1,3,3,2
"60RB000666",66,33,28,10,18,1,0,1,1,1,0,3,0,33,23,1,2,6,1
"60RB000667",73,57,44,8,36,2,0,2,6,0,6,0,5,16,9,4,2,1,0
"60RB000668",112,79,69,11,58,0,0,0,7,3,4,1,2,33,17,5,8,3,0
"60RB000669",73,43,39,10,29,1,0,1,2,1,1,1,0,30,25,0,2,2,1
"60RB000670",77,44,38,9,29,2,0,2,1,0,1,2,1,33,21,1,2,5,4
"60RB000671",82,64,55,9,46,1,0,1,6,1,5,1,1,18,10,4,2,1,1
"60RB000672",82,57,49,8,41,0,0,0,5,2,3,2,1,25,12,2,6,3,2
"60RB000673",53,39,32,4,28,1,0,1,3,0,3,1,2,14,10,0,1,3,0
"60RB000674",119,85,70,16,54,1,1,0,11,3,8,1,2,34,20,7,3,3,1
"60RB000675",57,43,39,5,34,0,0,0,2,2,0,1,1,14,10,0,0,2,2
"60RB000676",83,50,38,6,32,1,0,1,4,0,4,4,3,33,13,4,4,7,5
"60RB000677",88,39,31,8,23,4,0,4,0,0,0,1,3,49,35,0,5,6,3
"60RB000678",55,33,29,4,25,2,0,2,1,1,0,1,0,22,11,2,2,5,2
"60RB000679",75,47,35,6,29,5,0,5,4,2,2,1,2,28,15,4,3,4,2
"60RB000680",144,106,81,17,64,8,0,8,7,2,5,3,7,38,23,5,6,3,1
"60RB000681",55,33,29,9,20,1,0,1,2,1,1,0,1,22,13,0,1,7,1
"60RB000682",61,44,36,6,30,3,0,3,3,0,3,1,1,17,9,0,5,3,0
"60RB000683",96,62,51,11,40,7,2,5,3,2,1,1,0,34,21,3,5,2,3
"60RB000684",110,88,71,21,50,5,1,4,11,3,8,1,0,22,10,4,2,4,2
"60RB000685",75,48,33,8,25,2,0,2,6,0,6,5,2,27,9,0,12,5,1
"60RB000686",78,55,47,8,39,4,0,4,0,0,0,2,2,23,11,0,5,4,3
"60RB000687",78,58,49,12,37,1,0,1,5,1,4,1,2,20,10,3,1,4,2
"60RB000688",83,61,42,6,36,7,2,5,7,0,7,2,3,22,9,0,7,4,2
"60RB000689",97,68,51,15,36,7,0,7,3,0,3,2,5,29,15,1,2,4,7
"60RB000690",86,47,39,10,29,1,1,0,2,1,1,1,4,39,22,4,3,6,4
"60RB000691",63,47,44,9,35,1,0,1,0,0,0,1,1,16,5,1,3,4,3
"60RB000692",51,42,39,9,30,1,0,1,1,0,1,0,1,9,4,0,2,2,1
"60RB000693",109,70,57,14,43,7,0,7,2,0,2,3,1,39,24,1,5,7,2
"60RB000694",102,72,63,11,52,1,0,1,4,2,2,1,3,30,14,3,7,4,2
"60RB000695",82,62,57,19,38,1,0,1,1,0,1,1,2,20,8,1,3,5,3
"60RB000696",80,55,41,7,34,3,1,2,7,2,5,4,0,25,14,3,5,2,1
"60RB000697",82,69,51,8,43,2,0,2,8,1,7,3,5,13,11,1,1,0,0
"60RB000698",75,55,44,13,31,3,1,2,6,2,4,0,2,20,10,5,2,1,2
"60RB000699",85,70,64,10,54,0,0,0,2,0,2,1,3,15,7,1,3,3,1
"60RB000700",69,49,32,8,24,8,1,7,5,2,3,3,1,20,9,1,5,4,1
"60RB000701",63,45,42,12,30,0,0,0,1,0,1,0,2,18,13,1,1,3,0
"60RB000702",53,35,28,6,22,2,0,2,4,1,3,0,1,18,11,3,2,0,2
"60RB000703",65,40,35,8,27,1,1,0,4,1,3,0,0,25,15,2,6,2,0
"60RB000704",64,48,39,10,29,6,0,6,3,0,3,0,0,16,6,1,3,6,0
"60RB000705",50,37,29,2,27,2,0,2,6,4,2,0,0,13,5,1,3,4,0
"60RB000706",66,45,34,6,28,2,0,2,4,3,1,1,4,21,15,1,2,3,0
"60RB000707",70,51,43,11,32,2,0,2,3,1,2,2,1,19,6,1,0,8,4
"60RB000708",86,59,45,8,37,3,0,3,3,0,3,7,1,27,8,4,9,3,3
