dz_2001,total,none,one,two,three,four,numcar
S01000735,242,90,119,22,9,2,198
S01000736,394,112,198,63,14,7,395
S01000737,273,108,126,27,9,3,221
S01000738,227,53,109,47,13,5,265
S01000739,376,95,188,67,23,3,404
S01000740,355,64,186,84,14,7,426
S01000741,403,68,221,85,21,8,489
S01000742,282,35,136,82,18,11,400
S01000743,374,62,207,88,12,5,441
S01000744,389,154,165,59,8,3,323
S01000745,320,89,159,51,20,1,325
S01000746,378,137,175,53,10,3,325
S01000747,295,122,123,40,9,1,235
S01000748,276,159,95,16,5,1,146
S01000749,233,114,87,26,3,3,160
S01000750,348,105,157,66,17,3,352
S01000751,315,43,142,105,19,6,435
S01000752,444,202,191,43,6,2,303
S01000753,256,49,117,70,16,4,323
S01000754,316,64,175,62,10,5,349
S01000755,348,60,160,104,16,8,462
S01000756,507,126,244,108,26,3,550
S01000757,348,63,178,85,15,7,421
S01000758,529,27,217,216,52,17,877
S01000759,439,92,232,85,25,5,497
S01000760,217,27,98,66,17,9,319
S01000761,283,28,145,81,19,10,411
S01000762,260,33,120,82,22,3,363
S01000763,353,21,163,115,39,15,572
S01000764,290,40,154,78,13,5,372
S01000765,261,24,124,101,9,3,365
S01000766,344,95,158,70,17,4,369
S01000767,324,190,105,21,8,0,171
S01000768,477,204,213,48,11,1,346
S01000769,516,241,223,43,9,0,336
S01000770,279,126,104,39,8,2,214
S01000771,443,96,205,118,15,9,527
S01000772,335,90,160,69,12,4,351
S01000773,404,89,186,104,18,7,477
S01000774,283,59,149,66,5,4,315
S01000775,308,83,120,90,12,3,348
S01000776,223,9,100,90,18,6,360
S01000777,108,28,54,24,0,2,110
S01000778,200,11,95,73,12,9,314
S01000779,332,46,172,100,13,1,415
S01000780,371,109,163,87,11,1,375
S01000781,337,25,123,142,33,14,567
S01000782,256,13,105,98,29,11,438
S01000783,216,24,91,80,15,6,322
S01000784,289,8,98,137,34,12,534
S01000785,350,53,180,95,15,7,447
S01000786,349,45,162,112,21,9,487
S01000787,230,14,109,82,19,6,359
S01000788,281,20,140,98,19,4,409
S01000789,369,86,156,101,18,8,452
S01000790,191,11,66,89,18,7,328
S01000791,274,53,123,81,16,1,337
S01000792,279,20,118,111,24,6,442
S01000793,266,42,139,69,15,1,326
S01000794,449,144,203,84,15,3,428
S01000795,434,88,214,106,23,3,509
S01000796,193,13,90,72,12,6,297
S01000797,169,36,90,34,7,2,187
S01000798,234,84,108,35,6,1,200
S01000799,291,31,121,112,18,9,436
S01000800,464,54,223,139,33,15,665
S01000801,292,31,120,120,17,4,427
S01000802,355,46,174,103,25,7,485
S01000803,436,38,192,154,43,9,665
S01000804,368,38,166,134,23,7,533
S01000805,388,53,190,113,21,11,532
S01000806,380,50,182,114,26,8,528
S01000807,343,53,172,92,20,6,440
S01000808,322,18,139,123,35,7,518
S01000809,281,50,149,68,10,4,332
S01000810,298,30,124,105,30,9,463
S01000811,323,26,161,99,28,9,484
S01000812,564,179,253,106,22,4,547
S01000813,320,40,161,93,24,2,431
S01000814,310,122,153,26,9,0,232
S01000815,307,183,91,28,4,1,166
S01000816,354,148,166,31,7,2,257
S01000817,378,106,175,79,11,7,395
S01000818,444,135,223,70,14,2,413
S01000819,374,37,168,129,32,8,557
S01000820,252,20,132,78,15,7,372
S01000821,387,133,185,53,13,3,342
S01000822,244,55,121,57,7,4,278
S01000823,241,118,94,23,3,3,168
S01000824,342,37,168,107,21,9,488
S01000825,311,27,136,114,22,12,496
S01000826,280,79,130,56,11,4,293
S01000827,305,24,131,102,32,16,504
S01000828,366,41,147,122,42,14,591
S01000829,310,27,130,108,31,14,505
S01000830,358,33,162,117,34,12,556
S01000831,403,51,187,123,34,8,570
S01000832,460,104,238,96,18,4,500
S01000833,421,58,145,173,37,8,635
S01000834,458,116,204,110,19,9,520
S01000835,332,121,132,63,11,5,312
S01000836,380,200,141,33,4,2,227
S01000837,581,325,207,41,6,2,315
S01000838,283,56,123,83,15,6,360
S01000839,602,110,296,167,22,7,727
S01000840,313,153,117,36,5,2,212
S01000841,377,166,144,48,15,4,301
S01000842,367,23,153,133,41,17,626
S01000843,433,114,198,102,16,3,462
S01000844,371,100,174,80,13,4,400
S01000845,247,50,99,78,13,7,325
S01000846,372,184,148,34,5,1,235
S01000847,523,193,238,73,15,4,445
S01000848,317,66,141,90,16,4,385
S01000849,203,62,72,50,15,4,233
S01000850,335,130,143,48,12,2,284
S01000851,333,36,168,106,20,3,452
S01000852,345,97,153,81,12,2,359
S01000853,273,103,113,49,6,2,241
S01000854,388,140,157,75,12,4,359
S01000855,308,60,126,88,29,5,412
S01000856,190,30,89,49,16,6,260
S01000857,204,48,101,37,14,4,233
S01000858,360,37,143,140,31,9,558
S01000859,470,59,182,176,39,14,712
S01000860,394,139,190,53,9,3,335
S01000861,291,53,136,74,22,6,374
S01000862,224,18,100,82,21,3,339
S01000863,273,79,137,45,8,4,269
S01000864,456,73,170,165,40,8,653
S01000865,465,143,187,104,27,4,493
S01000866,374,116,174,70,10,4,362
S01000867,437,195,168,65,8,1,326
S01000868,291,101,133,46,9,2,260
S01000869,223,75,96,43,7,2,213
S01000870,332,97,156,67,8,4,330
S01000871,354,68,149,103,29,5,464
S01000872,350,69,142,90,35,14,489
S01000873,994,110,433,370,63,18,1441
S01000874,242,80,120,33,6,3,217
S01000875,607,92,249,234,25,7,821
S01000876,327,72,158,73,22,2,378
S01000877,356,134,161,54,6,1,293
S01000878,218,18,74,91,30,5,366
S01000879,427,68,178,137,32,12,603
S01000880,340,30,155,129,19,7,499
S01000881,309,93,144,57,10,5,312
S01000882,465,147,221,87,5,5,433
S01000883,372,79,174,94,16,9,470
S01000884,261,46,135,66,11,3,312
S01000885,198,4,87,77,27,3,335
S01000886,295,70,137,71,12,5,338
S01000887,305,54,118,103,23,7,422
S01000888,344,116,154,58,13,3,321
S01000889,337,71,176,74,13,3,375
S01000890,381,118,178,68,11,6,371
S01000891,387,58,151,133,37,8,562
S01000892,201,10,57,94,29,11,398
S01000893,265,16,102,121,16,10,439
S01000894,231,32,106,67,23,3,326
S01000895,413,71,178,135,25,4,544
S01000896,209,8,76,83,33,9,385
S01000897,325,45,162,81,29,8,443
S01000898,247,30,113,75,22,7,358
S01000899,370,109,179,58,15,9,378
S01000900,274,29,118,89,32,6,421
S01000901,288,50,133,75,22,8,381
S01000902,443,67,238,113,19,6,555
S01000903,459,61,220,133,33,12,639
S01000904,329,52,151,94,21,11,448
S01000905,313,36,142,98,30,7,458
S01000906,237,42,130,51,12,2,276
S01000907,385,134,192,44,15,0,325
S01000908,363,125,163,57,13,5,336
S01000909,385,24,175,133,31,22,636
S01000910,358,50,151,117,30,10,518
S01000911,462,38,230,146,33,15,691
S01000912,315,59,164,69,20,3,377
S01000913,305,64,142,79,17,3,363
S01000914,342,20,167,119,24,12,528
S01000915,424,75,186,121,37,5,561
S01000916,482,98,199,142,31,12,631
S01000917,321,36,166,82,28,9,453
S01000918,275,44,136,70,21,4,355
S01000919,308,54,152,79,17,6,386
S01000920,248,24,114,79,24,7,373
S01000921,301,54,132,91,21,3,391
S01000922,390,61,175,118,25,11,538
S01000923,363,83,182,75,17,6,411
S01000924,405,125,201,64,13,2,376
S01000925,438,76,197,121,36,8,581
S01000926,401,103,197,89,9,3,415
S01000927,378,133,177,57,8,3,327
S01000928,446,84,221,103,22,16,574
S01000929,219,113,88,17,1,0,125
S01000930,255,164,70,19,2,0,114
S01000931,302,104,135,49,10,4,280
S01000932,465,121,199,117,21,7,529
S01000933,483,149,219,90,18,7,487
S01000934,498,259,187,40,9,3,307
S01000935,384,102,176,88,13,5,411
S01000936,406,103,186,92,17,8,455
S01000937,285,124,101,48,8,4,237
S01000938,340,87,170,69,13,1,352
S01000939,395,134,174,70,11,6,371
S01000940,390,56,192,118,20,4,505
S01000941,253,100,113,34,5,1,200
S01000942,466,105,204,112,29,16,586
S01000943,394,37,192,128,29,8,570
S01000944,417,95,205,97,15,5,465
S01000945,349,83,177,64,20,5,388
S01000946,342,72,172,75,20,3,397
S01000947,339,75,181,63,18,2,373
S01000948,345,32,122,139,39,13,578
S01000949,301,28,158,87,16,12,434
S01000950,373,51,181,108,24,9,506
S01000951,400,114,201,70,14,1,388
S01000952,402,91,171,107,23,10,498
S01000953,389,34,191,133,22,9,564
S01000954,465,63,223,142,23,14,639
S01000955,251,21,93,101,26,10,413
S01000956,400,166,174,49,9,2,315
S01000957,229,20,97,78,22,12,371
S01000958,376,117,164,73,16,6,393
S01000959,304,48,126,94,28,8,437
S01000960,277,69,136,55,13,4,301
S01000961,387,99,168,89,21,10,451
S01000962,327,95,153,66,8,5,333
S01000963,381,115,199,47,15,5,359
S01000964,421,36,175,153,45,12,670
S01000965,268,114,115,35,1,3,203
S01000966,468,162,202,84,12,8,442
S01000967,283,120,104,47,12,0,234
S01000968,443,61,167,168,28,19,667
S01000969,493,187,225,64,13,4,410
S01000970,368,130,158,63,14,3,338
S01000971,299,113,123,56,6,1,258
S01000972,386,32,206,103,30,15,567
S01000973,275,68,133,65,6,3,293
S01000974,481,50,213,172,35,11,707
S01000975,254,14,88,108,29,15,460
S01000976,231,25,108,66,23,9,346
S01000977,393,72,182,102,29,8,509
S01000978,366,50,179,104,22,11,497
S01000979,304,36,137,95,22,14,452
S01000980,325,41,172,84,21,7,433
S01000981,279,10,111,110,33,15,500
S01000982,289,19,99,114,39,18,525
S01000983,239,40,96,81,17,5,330
S01000984,298,41,137,98,18,4,407
S01000985,297,86,134,59,15,3,309
S01000986,257,41,118,75,14,9,363
S01000987,266,27,100,100,27,12,431
S01000988,223,13,78,96,25,11,391
S01000989,338,21,131,121,48,17,586
S01000990,361,67,174,97,17,6,443
S01000991,176,7,73,69,17,10,304
S01000992,453,77,219,117,35,5,579
S01000993,334,37,141,109,34,13,532
S01000994,465,94,212,122,31,6,580
S01000995,309,20,120,128,33,8,514
S01000996,510,144,213,122,25,6,566
S01000997,389,37,184,128,36,4,564
S01000998,353,136,173,38,6,0,267
S01000999,269,34,132,82,17,4,363
S01001000,272,64,132,60,9,7,308
S01001001,239,18,86,100,28,7,400
S01001002,300,47,158,79,11,5,370
S01001003,364,29,182,131,14,8,521
S01001004,289,42,148,84,13,2,363
S01001005,360,54,158,112,29,7,498
S01001006,294,32,138,98,22,4,416
S01001007,447,157,212,68,7,3,384
S01001008,408,107,215,74,10,2,401
S01001009,314,59,181,61,12,1,344
S01001010,538,255,226,44,11,2,360
S01001011,227,15,77,96,31,8,396
S01001012,308,30,162,85,24,7,432
S01001013,357,119,148,74,14,2,346
S01001014,490,262,181,38,4,5,291
S01001015,255,85,135,29,3,3,215
S01001016,390,63,191,102,31,3,500
S01001017,377,154,159,50,13,1,305
S01001018,415,128,211,67,8,1,373
S01001019,519,263,209,36,7,4,321
S01001020,228,86,94,35,11,2,205
S01001021,487,127,241,101,14,4,501
S01001022,381,104,170,84,18,5,412
S01001023,429,32,178,154,43,22,718
S01001024,699,89,314,230,46,20,1008
S01001025,565,92,250,183,36,4,740
S01001026,378,42,150,138,34,14,586
S01001027,438,90,224,96,24,4,504
S01001028,329,125,134,59,9,2,288
S01001029,323,163,126,30,4,0,198
S01001030,318,33,166,94,21,4,434
S01001031,411,144,190,64,10,3,360
S01001032,332,159,136,29,7,1,219
S01001033,249,110,93,36,10,0,195
S01001034,344,225,91,21,3,4,158
S01001035,198,69,80,40,9,0,187
S01001036,298,125,128,41,3,1,224
S01001037,452,236,166,41,7,2,277
S01001038,317,29,144,107,27,10,480
S01001039,240,13,91,96,29,11,416
S01001040,286,24,114,110,30,8,476
S01001041,295,48,103,108,25,11,441
S01001042,426,45,210,145,22,4,585
S01001043,268,29,124,84,26,5,391
S01001044,449,62,232,116,25,14,609
S01001045,291,29,164,77,17,4,385
S01001046,358,66,157,107,21,7,464
S01001047,382,47,180,115,26,14,552
S01001048,271,22,151,81,14,3,367
S01001049,280,103,116,51,9,1,249
S01001050,420,43,191,132,38,16,647
S01001051,294,108,126,47,9,4,266
S01001052,234,65,110,49,8,2,240
S01001053,345,49,150,105,29,12,500
S01001054,323,68,162,74,15,4,374
S01001055,416,102,214,71,24,5,457
S01001056,345,109,150,70,11,5,347
S01001057,257,23,119,87,17,11,394
S01001058,373,114,181,58,13,7,365
S01001059,246,63,102,57,16,8,296
S01001060,317,73,160,67,13,4,349
S01001061,339,88,157,78,11,5,368
S01001062,233,9,79,93,36,16,443
S01001063,387,40,185,123,30,9,559
S01001064,361,94,177,72,17,1,377
S01001065,396,106,217,65,7,1,372
S01001066,323,29,132,103,41,18,539
S01001067,341,14,147,131,39,10,578
S01001068,395,13,192,143,28,19,646
S01001069,370,36,148,129,43,14,597
S01001070,396,52,184,123,30,7,548
S01001071,277,30,90,121,21,15,457
S01001072,373,22,148,141,43,19,646
S01001073,481,60,207,155,47,12,712
S01001074,209,15,94,74,14,12,342
S01001075,453,109,224,94,20,6,497
S01001076,365,32,162,123,36,12,571
S01001077,429,90,202,106,23,8,522
S01001078,409,63,185,116,32,13,577
S01001079,223,11,93,94,18,7,368
S01001080,312,53,138,90,23,8,427
S01001081,277,59,133,64,16,5,337
S01001082,506,139,243,100,18,6,522
S01001083,368,90,160,88,22,8,443
S01001084,408,69,172,122,33,12,566
S01001085,348,121,156,58,11,2,313
S01001086,312,124,150,30,7,1,239
S01001087,242,91,102,35,9,5,231
S01001088,444,167,191,65,18,3,388
S01001089,416,102,175,96,33,10,511
S01001090,399,110,187,80,18,4,420
S01001091,288,135,115,30,7,1,201
S01001092,545,250,234,52,9,0,365
S01001093,393,194,150,42,5,2,259
S01001094,403,54,206,123,14,6,519
S01001095,288,150,113,22,2,1,167
S01001096,434,198,181,41,12,2,308
S01001097,320,76,165,66,10,3,339
S01001098,273,29,128,96,14,6,390
S01001099,821,508,269,33,10,1,369
S01001100,614,350,218,44,1,1,313
S01001101,632,455,153,20,2,2,207
S01001102,227,154,68,5,0,0,78
S01001103,301,58,155,71,12,5,353
S01001104,437,284,129,22,2,0,179
S01001105,332,30,179,102,19,2,449
S01001106,362,33,192,110,22,5,498
S01001107,608,327,227,49,4,1,341
S01001108,915,397,409,96,10,3,643
S01001109,633,347,225,51,9,1,358
S01001110,454,283,143,24,4,0,203
S01001111,589,316,215,52,3,3,341
S01001112,474,179,234,53,5,3,369
S01001113,493,343,119,23,8,0,189
S01001114,517,386,109,21,1,0,154
S01001115,416,220,167,25,4,0,229
S01001116,281,134,109,32,3,3,196
S01001117,309,189,93,23,4,0,151
S01001118,285,86,145,41,9,4,271
S01001119,618,249,299,66,3,1,445
S01001120,356,96,180,66,13,1,356
S01001121,357,189,145,21,1,1,195
S01001122,360,203,132,21,2,2,189
S01001123,450,109,211,116,12,2,489
S01001124,328,115,158,43,11,1,281
S01001125,179,91,66,20,1,1,113
S01001126,392,81,204,90,11,6,444
S01001127,398,171,164,53,5,5,307
S01001128,261,16,131,80,29,5,400
S01001129,520,265,224,27,4,0,290
S01001130,425,224,163,37,1,0,240
S01001131,229,119,93,11,3,3,141
S01001132,325,116,149,46,13,1,284
S01001133,554,224,238,81,10,1,435
S01001134,383,50,188,120,20,5,508
S01001135,175,108,57,9,1,0,78
S01001136,591,363,192,30,5,1,271
S01001137,598,395,174,25,3,1,237
S01001138,770,400,296,68,6,0,450
S01001139,435,211,178,42,3,1,275
S01001140,592,296,250,43,2,1,346
S01001141,267,164,87,12,3,1,124
S01001142,468,96,238,106,23,5,540
S01001143,337,45,153,111,23,5,466
S01001144,341,155,156,27,3,0,219
S01001145,348,176,138,28,5,1,214
S01001146,357,60,184,92,14,7,440
S01001147,414,248,143,21,2,0,191
S01001148,325,45,137,118,16,9,462
S01001149,321,143,144,28,5,1,219
S01001150,391,246,120,20,5,0,175
S01001151,364,255,95,12,1,1,126
S01001152,545,297,206,32,10,0,300
S01001153,358,112,181,50,11,4,330
S01001154,318,39,150,100,23,6,446
S01001155,262,34,116,91,17,4,365
S01001156,439,245,174,19,1,0,215
S01001157,310,30,142,108,21,9,457
S01001158,347,177,119,40,7,4,236
S01001159,356,111,141,83,20,1,371
S01001160,329,168,127,28,6,0,201
S01001161,265,66,134,54,11,0,275
S01001162,384,75,182,108,17,2,457
S01001163,409,242,134,25,7,1,209
S01001164,362,189,145,24,4,0,205
S01001165,453,266,161,22,4,0,217
S01001166,158,99,51,5,3,0,70
S01001167,358,53,159,118,19,9,492
S01001168,464,230,200,33,0,1,270
S01001169,548,347,151,32,16,2,275
S01001170,447,279,152,16,0,0,184
S01001171,291,86,160,37,7,1,262
S01001172,359,223,114,16,6,0,164
S01001173,413,196,176,36,4,1,267
S01001174,358,232,118,8,0,0,134
S01001175,427,240,155,27,3,2,226
S01001176,348,105,166,64,11,2,336
S01001177,501,278,190,31,0,2,261
S01001178,479,246,180,46,5,2,295
S01001179,382,32,192,125,24,9,555
S01001180,467,291,159,14,3,0,196
S01001181,371,45,205,101,17,3,485
S01001182,457,222,182,45,5,3,303
S01001183,548,348,174,24,2,0,228
S01001184,338,70,156,86,21,5,414
S01001185,235,25,115,78,15,2,324
S01001186,281,28,135,95,21,2,397
S01001187,437,235,164,29,8,1,250
S01001188,498,311,166,18,3,0,211
S01001189,546,235,227,69,13,2,412
S01001190,308,41,157,102,6,2,387
S01001191,378,211,135,26,3,3,208
S01001192,604,397,178,28,0,1,242
S01001193,359,55,185,79,31,9,476
S01001194,398,49,205,116,21,7,530
S01001195,479,213,196,56,11,3,368
S01001196,651,385,220,41,4,1,318
S01001197,241,112,96,31,0,2,169
S01001198,337,165,134,35,2,1,214
S01001199,414,214,157,33,9,1,254
S01001200,524,335,153,28,6,2,239
S01001201,356,190,135,27,4,0,201
S01001202,298,153,118,21,5,1,180
S01001203,403,248,127,22,6,0,189
S01001204,314,32,149,107,22,4,446
S01001205,309,68,143,74,18,6,370
S01001206,435,218,184,28,4,1,256
S01001207,293,125,124,35,9,0,221
S01001208,260,131,99,26,3,1,164
S01001209,199,24,107,55,9,4,260
S01001210,417,233,138,42,3,1,235
S01001211,482,148,205,95,27,7,505
S01001212,322,214,90,17,1,0,127
S01001213,388,223,134,24,5,2,205
S01001214,404,165,193,39,6,1,293
S01001215,342,88,160,72,15,7,386
S01001216,409,176,179,49,4,1,293
S01001217,466,233,178,43,9,3,303
S01001218,325,35,142,118,25,5,476
S01001219,303,32,129,116,21,5,446
S01001220,242,108,103,28,1,2,171
S01001221,514,29,237,203,37,8,786
S01001222,533,246,230,51,3,3,361
S01001223,311,52,148,86,21,4,400
S01001224,365,179,145,33,8,0,235
S01001225,398,60,212,102,17,7,495
S01001226,220,102,87,25,6,0,155
S01001227,258,34,107,92,19,6,373
S01001228,349,90,177,72,8,2,354
S01001229,306,61,154,71,15,5,361
S01001230,405,262,118,21,3,1,173
S01001231,296,125,127,34,8,2,227
S01001232,792,19,271,413,73,16,1381
S01001233,457,267,156,27,7,0,231
S01001234,233,111,98,18,5,1,153
S01001235,304,94,131,73,6,0,295
S01001236,369,165,156,47,1,0,253
S01001237,244,62,129,44,5,4,251
S01001238,258,154,78,22,4,0,134
S01001239,276,165,85,25,1,0,138
S01001240,333,132,157,39,3,2,252
S01001241,243,79,124,35,3,2,212
S01001242,381,69,186,103,17,6,472
S01001243,483,208,189,69,15,2,380
S01001244,342,88,166,62,22,4,372
S01001245,328,160,120,41,6,1,224
S01001246,408,136,185,69,14,4,381
S01001247,229,71,106,45,5,2,219
S01001248,331,24,158,135,14,0,470
S01001249,277,119,114,38,6,0,208
S01001250,384,133,185,57,9,0,326
S01001251,253,138,85,24,6,0,151
S01001252,234,83,115,32,4,0,191
S01001253,268,143,96,29,0,0,154
S01001254,254,82,129,33,8,2,227
S01001255,325,124,140,53,7,1,271
S01001256,308,109,143,51,3,2,262
S01001257,306,127,133,36,8,2,237
S01001258,231,82,110,30,5,4,201
S01001259,353,77,165,94,14,3,408
S01001260,330,192,120,16,1,1,163
S01001261,441,265,143,28,5,0,214
S01001262,343,44,164,112,15,8,471
S01001263,207,55,114,36,1,1,193
S01001264,651,37,247,298,59,10,1061
S01001265,209,12,94,88,10,5,323
S01001266,314,59,146,88,18,3,388
S01001267,486,202,219,54,9,2,362
S01001268,273,42,141,74,11,5,342
S01001269,199,18,77,78,20,6,326
S01001270,285,121,113,34,15,2,241
S01001271,322,162,115,37,4,4,218
S01001272,295,95,125,60,11,4,296
S01001273,367,138,159,57,11,2,319
S01001274,320,111,144,56,7,2,285
S01001275,281,112,116,33,14,6,249
S01001276,226,15,74,93,35,9,404
S01001277,336,103,147,70,12,4,339
S01001278,178,27,67,60,19,5,271
S01001279,292,116,117,43,14,2,253
S01001280,254,87,108,48,9,2,241
S01001281,382,171,161,40,7,3,275
S01001282,359,102,152,87,10,8,391
S01001283,242,54,124,45,17,2,274
S01001284,420,69,197,133,18,3,529
S01001285,278,77,103,71,19,8,344
S01001286,195,57,75,55,6,2,213
S01001287,340,132,154,44,8,2,274
S01001288,418,152,190,61,12,3,361
S01001289,318,93,129,82,10,4,340
S01001290,265,59,124,65,14,3,310
S01001291,167,33,94,30,8,2,186
S01001292,323,138,125,50,8,2,258
S01001293,346,91,170,66,10,9,370
S01001294,279,117,119,36,6,1,213
S01001295,399,143,182,58,11,5,352
S01001296,304,138,121,36,7,2,222
S01001297,361,108,172,64,15,2,354
S01001298,387,142,142,73,19,11,392
S01001299,369,118,174,61,15,1,345
S01001300,581,78,245,175,53,30,879
S01001301,232,74,110,36,7,5,226
S01001302,337,62,130,118,21,6,454
S01001303,245,19,114,89,18,5,367
S01001304,507,25,159,242,58,23,915
S01001305,340,76,146,86,20,12,433
S01001306,317,115,129,57,12,4,295
S01001307,471,107,201,126,30,7,574
S01001308,422,180,173,54,13,2,328
S01001309,298,130,124,36,6,2,222
S01001310,348,135,165,40,8,0,269
S01001311,269,61,138,57,12,1,293
S01001312,345,158,136,40,5,6,255
S01001313,433,148,167,88,22,8,441
S01001314,341,60,162,86,27,6,444
S01001315,423,55,186,133,38,11,618
S01001316,394,143,165,75,9,2,350
S01001317,386,91,165,98,26,6,465
S01001318,249,66,101,70,10,2,279
S01001319,322,108,139,56,15,4,317
S01001320,387,152,156,67,8,4,333
S01001321,230,24,85,77,30,14,390
S01001322,312,22,110,124,37,19,553
S01001323,246,75,110,49,10,2,246
S01001324,408,230,140,31,6,1,224
S01001325,289,127,120,32,9,1,215
S01001326,397,129,184,64,17,3,376
S01001327,353,140,165,36,11,1,275
S01001328,374,173,146,39,12,4,277
S01001329,256,108,99,40,5,4,211
S01001330,355,24,173,121,30,7,534
S01001331,390,150,151,71,17,1,348
S01001332,408,130,204,65,9,0,361
S01001333,426,196,174,48,6,2,296
S01001334,322,105,149,46,17,5,313
S01001335,469,208,185,66,8,2,349
S01001336,377,118,173,74,8,4,365
S01001337,319,36,140,107,27,9,476
S01001338,324,135,134,46,9,0,253
S01001339,321,65,150,81,20,5,394
S01001340,297,103,140,43,8,3,262
S01001341,388,160,126,85,15,2,349
S01001342,455,150,205,82,13,5,437
