output_area,total,llti,no_llti
S00090220,96,15,81
S00090221,143,14,129
S00090222,211,29,182
S00090223,159,45,114
S00090224,146,15,131
S00090225,78,6,72
S00090226,160,14,146
S00090227,217,26,191
S00090228,164,28,136
S00090229,175,25,150
S00090230,93,4,89
S00090231,112,9,103
S00090232,86,18,68
S00090233,87,14,73
S00090234,106,15,91
S00090235,130,16,114
S00090236,100,19,81
S00090237,97,27,70
S00090238,71,7,64
S00090239,120,13,107
S00090240,146,22,124
S00090241,148,23,125
S00090242,129,23,106
S00090243,90,25,65
S00090244,90,9,81
S00090245,168,31,137
S00090246,59,11,48
S00090247,118,5,113
S00090248,53,14,39
S00090249,172,18,154
S00090250,139,16,123
S00090251,143,11,132
S00090252,175,11,164
S00090253,176,17,159
S00090254,126,21,105
S00090255,150,26,124
S00090256,161,28,133
S00090257,143,27,116
S00090258,154,13,141
S00090259,95,13,82
S00090260,131,16,115
S00090261,93,19,74
S00090262,70,22,48
S00090263,151,18,133
S00090264,136,21,115
S00090265,125,32,93
S00090266,108,14,94
S00090267,80,10,70
S00090268,98,14,84
S00090269,139,5,134
S00090270,127,11,116
S00090271,175,15,160
S00090272,100,13,87
S00090273,62,46,16
S00090274,87,9,78
S00090275,55,6,49
S00090276,105,20,85
S00090277,125,27,98
S00090278,135,37,98
S00090279,152,38,114
S00090280,91,24,67
S00090281,128,15,113
S00090282,107,18,89
S00090283,92,35,57
S00090284,92,25,67
S00090285,83,16,67
S00090286,92,19,73
S00090287,110,12,98
S00090288,152,27,125
S00090289,68,4,64
S00090290,82,17,65
S00090291,100,31,69
S00090292,124,40,84
S00090293,110,22,88
S00090294,113,13,100
S00090295,137,18,119
S00090296,104,21,83
S00090297,151,24,127
S00090298,87,18,69
S00090299,124,15,109
S00090300,115,21,94
S00090301,82,18,64
S00090302,101,20,81
S00090303,221,60,161
S00090304,150,22,128
S00090305,196,5,191
S00090306,185,10,175
S00090307,170,6,164
S00090308,127,22,105
S00090309,154,8,146
S00090310,132,13,119
S00090311,178,12,166
S00090312,85,9,76
S00090313,183,18,165
S00090314,253,79,174
S00090315,91,6,85
S00090316,175,32,143
S00090317,184,19,165
S00090318,172,15,157
S00090319,80,9,71
S00090320,68,4,64
S00090321,103,2,101
S00090322,99,5,94
S00090323,92,5,87
S00090324,75,14,61
S00090325,95,19,76
S00090326,84,20,64
S00090327,72,3,69
S00090328,55,11,44
S00090329,73,18,55
S00090330,55,9,46
S00090331,171,21,150
S00090332,108,20,88
S00090333,126,25,101
S00090334,50,11,39
S00090335,70,8,62
S00090336,133,39,94
S00090337,138,24,114
S00090338,59,12,47
S00090339,52,7,45
S00090340,96,17,79
S00090341,69,8,61
S00090342,73,17,56
S00090343,96,21,75
S00090344,59,9,50
S00090345,120,8,112
S00090346,97,26,71
S00090347,157,17,140
S00090348,178,28,150
S00090349,108,19,89
S00090350,107,6,101
S00090351,69,16,53
S00090352,89,21,68
S00090353,64,8,56
S00090354,194,19,175
S00090355,65,19,46
S00090356,94,9,85
S00090357,224,11,213
S00090358,158,16,142
S00090359,119,22,97
S00090360,92,10,82
S00090361,80,13,67
S00090362,138,33,105
S00090363,55,32,23
S00090364,71,19,52
S00090365,112,24,88
S00090366,78,11,67
S00090367,54,8,46
S00090368,52,18,34
S00090369,149,22,127
S00090370,125,9,116
S00090371,117,29,88
S00090372,98,9,89
S00090373,60,10,50
S00090374,120,18,102
S00090375,63,7,56
S00090376,129,10,119
S00090377,96,14,82
S00090378,78,9,69
S00090379,82,22,60
S00090380,117,29,88
S00090381,117,19,98
S00090382,55,5,50
S00090383,88,4,84
S00090384,69,6,63
S00090385,158,29,129
S00090386,77,5,72
S00090387,76,9,67
S00090388,122,18,104
S00090389,130,14,116
S00090390,93,6,87
S00090391,96,12,84
S00090392,98,19,79
S00090393,129,33,96
S00090394,90,8,82
S00090395,107,4,103
S00090396,80,14,66
S00090397,74,8,66
S00090398,60,2,58
S00090399,215,35,180
S00090400,128,20,108
S00090401,100,13,87
S00090402,113,17,96
S00090403,166,6,160
S00090404,190,25,165
S00090405,170,5,165
S00090406,131,7,124
S00090407,212,19,193
S00090408,67,6,61
S00090409,112,18,94
S00090410,112,31,81
S00090411,78,9,69
S00090412,59,5,54
S00090413,93,14,79
S00090414,114,20,94
S00090415,169,46,123
S00090416,115,17,98
S00090417,68,18,50
S00090418,50,8,42
S00090419,95,17,78
S00090420,94,15,79
S00090421,149,12,137
S00090422,75,11,64
S00090423,250,52,198
S00090424,69,8,61
S00090425,108,15,93
S00090426,102,8,94
S00090427,83,8,75
S00090428,240,9,231
S00090429,96,13,83
S00090430,98,17,81
S00090431,118,10,108
S00090432,63,8,55
S00090433,107,7,100
S00090434,113,4,109
S00090435,58,14,44
S00090436,139,14,125
S00090437,109,28,81
S00090438,59,7,52
S00090439,69,6,63
S00090440,135,14,121
S00090441,162,30,132
S00090442,97,35,62
S00090443,61,22,39
S00090444,224,24,200
S00090445,111,10,101
S00090446,75,1,74
S00090447,135,19,116
S00090448,62,11,51
S00090449,76,8,68
S00090450,73,17,56
S00090451,62,3,59
S00090452,73,15,58
S00090453,61,5,56
S00090454,148,4,144
S00090455,80,11,69
S00090456,55,8,47
S00090457,59,5,54
S00090458,117,10,107
S00090459,87,17,70
S00090460,128,39,89
S00090461,69,8,61
S00090462,114,23,91
S00090463,86,9,77
S00090464,74,9,65
S00090465,134,22,112
S00090466,78,13,65
S00090467,102,23,79
S00090468,111,9,102
S00090469,89,12,77
S00090470,74,26,48
S00090471,88,18,70
S00090472,102,17,85
S00090473,89,17,72
S00090474,110,16,94
S00090475,93,18,75
S00090476,94,16,78
S00090477,92,21,71
S00090478,127,20,107
S00090479,115,79,36
S00090480,67,44,23
S00090481,69,12,57
S00090482,64,25,39
S00090483,86,10,76
S00090484,85,3,82
S00090485,75,8,67
S00090486,77,25,52
S00090487,64,18,46
S00090488,115,23,92
S00090489,73,11,62
S00090490,118,31,87
S00090491,58,7,51
S00090492,62,25,37
S00090493,75,25,50
S00090494,78,14,64
S00090495,90,27,63
S00090496,241,21,220
S00090497,93,11,82
S00090498,87,9,78
S00090499,181,15,166
S00090500,113,8,105
S00090501,107,7,100
S00090502,88,9,79
S00090503,67,15,52
S00090504,162,29,133
S00090505,132,16,116
S00090506,100,9,91
S00090507,159,5,154
S00090508,84,4,80
S00090509,156,20,136
S00090510,139,29,110
S00090511,64,2,62
S00090512,70,10,60
S00090513,101,32,69
S00090514,90,15,75
S00090515,100,14,86
S00090516,95,14,81
S00090517,109,36,73
S00090518,93,13,80
S00090519,78,34,44
S00090520,115,43,72
S00090521,63,7,56
S00090522,70,13,57
S00090523,836,43,793
S00090524,112,10,102
S00090525,76,1,75
S00090526,89,16,73
S00090527,125,8,117
S00090528,132,37,95
S00090529,102,20,82
S00090530,86,22,64
S00090531,122,21,101
S00090532,85,17,68
S00090533,52,17,35
S00090534,93,9,84
S00090535,85,18,67
S00090536,76,20,56
S00090537,106,22,84
S00090538,127,6,121
S00090539,129,5,124
S00090540,93,9,84
S00090541,117,4,113
S00090542,74,3,71
S00090543,146,16,130
S00090544,90,5,85
S00090545,75,3,72
S00090546,97,53,44
S00090547,104,32,72
S00090548,86,10,76
S00090549,66,6,60
S00090550,89,2,87
S00090551,95,5,90
S00090552,82,6,76
S00090553,195,8,187
S00090554,96,7,89
S00090555,51,2,49
S00090556,148,38,110
S00090557,73,2,71
S00090558,92,4,88
S00090559,102,7,95
S00090560,107,10,97
S00090561,133,4,129
S00090562,137,4,133
S00090563,84,6,78
S00090564,111,6,105
S00090565,84,4,80
S00090566,68,2,66
S00090567,109,3,106
S00090568,107,12,95
S00090569,100,4,96
S00090570,97,1,96
S00090571,88,18,70
S00090572,120,14,106
S00090573,90,10,80
S00090574,70,5,65
S00090575,173,22,151
S00090576,90,6,84
S00090577,116,1,115
S00090578,60,1,59
S00090579,92,3,89
S00090580,140,2,138
S00090581,85,20,65
S00090582,140,5,135
S00090583,52,2,50
S00090584,84,9,75
S00090585,95,5,90
S00090586,116,9,107
S00090587,72,2,70
S00090588,67,2,65
S00090589,84,14,70
S00090590,131,14,117
S00090591,87,14,73
S00090592,84,25,59
S00090593,77,17,60
S00090594,141,82,59
S00090595,82,12,70
S00090596,184,21,163
S00090597,111,10,101
S00090598,91,21,70
S00090599,130,18,112
S00090600,77,21,56
S00090601,113,27,86
S00090602,80,17,63
S00090603,92,17,75
S00090604,100,26,74
S00090605,94,18,76
S00090606,88,35,53
S00090607,156,19,137
S00090608,62,15,47
S00090609,146,38,108
S00090610,67,21,46
S00090611,105,24,81
S00090612,97,20,77
S00090613,87,15,72
S00090614,119,20,99
S00090615,156,19,137
S00090616,88,6,82
S00090617,55,1,54
S00090618,77,6,71
S00090619,75,3,72
S00090620,120,5,115
S00090621,92,8,84
S00090622,109,9,100
S00090623,62,6,56
S00090624,77,7,70
S00090625,63,7,56
S00090626,117,8,109
S00090627,64,6,58
S00090628,83,6,77
S00090629,111,14,97
S00090630,63,8,55
S00090631,79,5,74
S00090632,114,6,108
S00090633,115,10,105
S00090634,95,5,90
S00090635,125,20,105
S00090636,87,19,68
S00090637,63,12,51
S00090638,122,8,114
S00090639,56,9,47
S00090640,53,7,46
S00090641,129,28,101
S00090642,176,16,160
S00090643,94,55,39
S00090644,109,15,94
S00090645,95,10,85
S00090646,76,21,55
S00090647,82,36,46
S00090648,92,8,84
S00090649,101,18,83
S00090650,140,37,103
S00090651,113,57,56
S00090652,114,23,91
S00090653,92,23,69
S00090654,143,17,126
S00090655,119,20,99
S00090656,85,19,66
S00090657,108,42,66
S00090658,151,44,107
S00090659,91,3,88
S00090660,54,3,51
S00090661,92,12,80
S00090662,64,6,58
S00090663,167,14,153
S00090664,182,22,160
S00090665,125,11,114
S00090666,179,37,142
S00090667,184,10,174
S00090668,192,16,176
S00090669,95,17,78
S00090670,129,36,93
S00090671,106,19,87
S00090672,104,24,80
S00090673,114,8,106
S00090674,95,6,89
S00090675,95,1,94
S00090676,105,6,99
S00090677,93,6,87
S00090678,125,7,118
S00090679,153,17,136
S00090680,56,3,53
S00090681,117,62,55
S00090682,89,11,78
S00090683,91,5,86
S00090684,132,13,119
S00090685,83,13,70
S00090686,52,1,51
S00090687,73,12,61
S00090688,96,2,94
S00090689,172,6,166
S00090690,488,17,471
S00090691,56,23,33
S00090692,136,15,121
S00090693,146,16,130
S00090694,150,8,142
S00090695,178,22,156
S00090696,115,26,89
S00090697,80,19,61
S00090698,96,25,71
S00090699,103,12,91
S00090700,72,13,59
S00090701,2081,76,2005
S00090702,102,20,82
S00090703,68,8,60
S00090704,103,20,83
S00090705,128,19,109
S00090706,61,8,53
S00090707,100,34,66
S00090708,95,13,82
S00090709,135,53,82
S00090710,120,16,104
S00090711,90,7,83
S00090712,150,40,110
S00090713,95,13,82
S00090714,71,6,65
S00090715,75,6,69
S00090716,181,10,171
S00090717,370,19,351
S00090718,99,5,94
S00090719,109,10,99
S00090720,50,13,37
S00090721,127,14,113
S00090722,75,2,73
S00090723,82,9,73
S00090724,65,6,59
S00090725,94,12,82
S00090726,69,6,63
S00090727,52,4,48
S00090728,98,8,90
S00090729,107,29,78
S00090730,116,26,90
S00090731,102,9,93
S00090732,112,23,89
S00090733,76,5,71
S00090734,95,14,81
S00090735,66,8,58
S00090736,75,7,68
S00090737,95,12,83
S00090738,91,10,81
S00090739,109,9,100
S00090740,85,15,70
S00090741,63,8,55
S00090742,116,13,103
S00090743,87,15,72
S00090744,93,12,81
S00090745,90,8,82
S00090746,150,48,102
S00090747,97,10,87
S00090748,100,7,93
S00090749,93,4,89
S00090750,82,3,79
S00090751,156,14,142
S00090752,65,7,58
S00090753,125,14,111
S00090754,135,10,125
S00090755,94,11,83
S00090756,61,2,59
S00090757,108,10,98
S00090758,85,10,75
S00090759,57,1,56
S00090760,128,6,122
S00090761,97,42,55
S00090762,66,5,61
S00090763,62,9,53
S00090764,64,7,57
S00090765,63,7,56
S00090766,84,13,71
S00090767,92,4,88
S00090768,78,12,66
S00090769,123,12,111
S00090770,59,26,33
S00090771,67,55,12
S00090772,97,17,80
S00090773,75,28,47
S00090774,115,24,91
S00090775,89,18,71
S00090776,96,30,66
S00090777,78,26,52
S00090778,84,10,74
S00090779,105,11,94
S00090780,93,64,29
S00090781,118,13,105
S00090782,194,30,164
S00090783,140,16,124
S00090784,128,20,108
S00090785,63,16,47
S00090786,86,26,60
S00090787,115,25,90
S00090788,73,23,50
S00090789,111,21,90
S00090790,89,16,73
S00090791,93,16,77
S00090792,167,34,133
S00090793,117,12,105
S00090794,170,31,139
S00090795,54,20,34
S00090796,74,24,50
S00090797,141,21,120
S00090798,59,16,43
S00090799,100,9,91
S00090800,94,6,88
S00090801,121,6,115
S00090802,173,7,166
S00090803,230,89,141
S00090804,131,20,111
S00090805,105,1,104
S00090806,110,10,100
S00090807,228,109,119
S00090808,134,14,120
S00090809,57,2,55
S00090810,116,17,99
S00090811,147,17,130
S00090812,172,25,147
S00090813,55,7,48
S00090814,91,20,71
S00090815,60,44,16
S00090816,229,18,211
S00090817,95,10,85
S00090818,134,14,120
S00090819,77,12,65
S00090820,176,13,163
S00090821,154,8,146
S00090822,122,17,105
S00090823,153,12,141
S00090824,133,9,124
S00090825,244,12,232
S00090826,90,18,72
S00090827,118,26,92
S00090828,81,6,75
S00090829,210,63,147
S00090830,81,8,73
S00090831,122,27,95
S00090832,53,19,34
S00090833,67,8,59
S00090834,75,7,68
S00090835,107,6,101
S00090836,70,10,60
S00090837,155,11,144
S00090838,101,17,84
S00090839,83,8,75
S00090840,200,12,188
S00090841,128,26,102
S00090842,58,5,53
S00090843,156,6,150
S00090844,174,75,99
S00090845,137,5,132
S00090846,173,13,160
S00090847,122,9,113
S00090848,139,6,133
S00090849,145,11,134
S00090850,114,12,102
S00090851,123,13,110
S00090852,102,8,94
S00090853,109,17,92
S00090854,113,15,98
S00090855,203,21,182
S00090856,127,22,105
S00090857,82,16,66
S00090858,101,8,93
S00090859,129,12,117
S00090860,55,6,49
S00090861,66,4,62
S00090862,147,10,137
S00090863,161,13,148
S00090864,136,5,131
S00090865,144,5,139
S00090866,189,13,176
S00090867,145,15,130
S00090868,83,2,81
S00090869,134,9,125
S00090870,131,9,122
S00090871,119,13,106
S00090872,58,6,52
S00090873,117,10,107
S00090874,78,12,66
S00090875,76,3,73
S00090876,237,17,220
S00090877,83,19,64
S00090878,109,24,85
S00090879,106,15,91
S00090880,89,9,80
S00090881,66,11,55
S00090882,137,23,114
S00090883,181,36,145
S00090884,165,26,139
S00090885,111,19,92
S00090886,234,70,164
S00090887,118,19,99
S00090888,95,22,73
S00090889,134,14,120
S00090890,124,9,115
S00090891,172,38,134
S00090892,74,21,53
S00090893,104,20,84
S00090894,121,25,96
S00090895,91,18,73
S00090896,154,15,139
S00090897,72,9,63
S00090898,88,4,84
S00090899,172,16,156
S00090900,131,16,115
S00090901,81,11,70
S00090902,67,6,61
S00090903,53,4,49
S00090904,214,16,198
S00090905,91,12,79
S00090906,90,19,71
S00090907,65,7,58
S00090908,97,9,88
S00090909,152,13,139
S00090910,147,14,133
S00090911,126,3,123
S00090912,133,6,127
S00090913,86,7,79
S00090914,180,12,168
S00090915,112,4,108
S00090916,195,23,172
S00090917,100,11,89
S00090918,73,4,69
S00090919,114,12,102
S00090920,100,7,93
S00090921,116,7,109
S00090922,114,7,107
S00090923,136,28,108
S00090924,223,13,210
S00090925,166,72,94
S00090926,99,8,91
S00090927,105,8,97
S00090928,136,11,125
S00090929,183,13,170
S00090930,147,11,136
S00090931,204,9,195
S00090932,106,4,102
S00090933,160,5,155
S00090934,175,12,163
S00090935,122,4,118
S00090936,140,18,122
S00090937,165,8,157
S00090938,143,15,128
S00090939,105,8,97
S00090940,76,6,70
S00090941,162,5,157
S00090942,136,7,129
S00090943,127,24,103
S00090944,82,7,75
S00090945,106,17,89
S00090946,156,19,137
S00090947,82,5,77
S00090948,102,6,96
S00090949,124,16,108
S00090950,155,25,130
S00090951,161,33,128
S00090952,134,29,105
S00090953,181,36,145
S00090954,129,27,102
S00090955,136,29,107
S00090956,94,15,79
S00090957,113,19,94
S00090958,161,22,139
S00090959,212,47,165
S00090960,113,19,94
S00090961,83,9,74
S00090962,185,32,153
S00090963,110,13,97
S00090964,100,19,81
S00090965,158,32,126
S00090966,63,6,57
S00090967,81,19,62
S00090968,94,13,81
S00090969,127,37,90
S00090970,135,33,102
S00090971,121,28,93
S00090972,68,20,48
S00090973,85,22,63
S00090974,105,13,92
S00090975,187,38,149
S00090976,105,15,90
S00090977,167,17,150
S00090978,189,31,158
S00090979,172,28,144
S00090980,199,51,148
S00090981,81,5,76
S00090982,144,25,119
S00090983,114,22,92
S00090984,206,18,188
S00090985,120,25,95
S00090986,75,31,44
S00090987,103,22,81
S00090988,198,10,188
S00090989,174,32,142
S00090990,69,18,51
S00090991,183,37,146
S00090992,180,28,152
S00090993,135,29,106
S00090994,168,27,141
S00090995,141,26,115
S00090996,185,23,162
S00090997,199,20,179
S00090998,102,15,87
S00090999,187,13,174
S00091000,193,29,164
S00091001,151,34,117
S00091002,191,17,174
S00091003,175,7,168
S00091004,150,10,140
S00091005,194,11,183
S00091006,143,14,129
S00091007,185,9,176
S00091008,64,10,54
S00091009,115,31,84
S00091010,89,17,72
S00091011,91,18,73
S00091012,83,15,68
S00091013,101,17,84
S00091014,107,21,86
S00091015,132,23,109
S00091016,72,17,55
S00091017,111,12,99
S00091018,74,16,58
S00091019,96,18,78
S00091020,113,6,107
S00091021,117,5,112
S00091022,60,8,52
S00091023,86,15,71
S00091024,171,26,145
S00091025,79,20,59
S00091026,148,45,103
S00091027,144,19,125
S00091028,175,31,144
S00091029,126,22,104
S00091030,107,20,87
S00091031,133,21,112
S00091032,154,35,119
S00091033,107,13,94
S00091034,94,14,80
S00091035,67,8,59
S00091036,121,20,101
S00091037,152,24,128
S00091038,138,18,120
S00091039,190,26,164
S00091040,190,34,156
S00091041,120,18,102
S00091042,97,19,78
S00091043,152,11,141
S00091044,124,10,114
S00091045,206,25,181
S00091046,136,21,115
S00091047,162,15,147
S00091048,92,4,88
S00091049,155,13,142
S00091050,133,19,114
S00091051,63,10,53
S00091052,130,22,108
S00091053,143,26,117
S00091054,176,41,135
S00091055,102,26,76
S00091056,121,19,102
S00091057,186,9,177
S00091058,150,13,137
S00091059,200,35,165
S00091060,70,4,66
S00091061,174,26,148
S00091062,133,16,117
S00091063,126,19,107
S00091064,124,15,109
S00091065,124,15,109
S00091066,103,19,84
S00091067,144,29,115
S00091068,159,19,140
S00091069,109,21,88
S00091070,114,19,95
S00091071,66,13,53
S00091072,86,8,78
S00091073,147,27,120
S00091074,182,33,149
S00091075,69,14,55
S00091076,72,14,58
S00091077,179,26,153
S00091078,81,13,68
S00091079,81,16,65
S00091080,114,34,80
S00091081,197,22,175
S00091082,166,20,146
S00091083,139,14,125
S00091084,60,5,55
S00091085,93,15,78
S00091086,58,15,43
S00091087,116,16,100
S00091088,131,19,112
S00091089,153,13,140
S00091090,158,22,136
S00091091,131,6,125
S00091092,199,36,163
S00091093,132,13,119
S00091094,135,32,103
S00091095,88,12,76
S00091096,157,21,136
S00091097,73,15,58
S00091098,66,12,54
S00091099,90,10,80
S00091100,150,17,133
S00091101,102,21,81
S00091102,83,8,75
S00091103,110,16,94
S00091104,92,9,83
S00091105,143,20,123
S00091106,127,15,112
S00091107,157,19,138
S00091108,164,15,149
S00091109,158,23,135
S00091110,148,24,124
S00091111,122,2,120
S00091112,107,1,106
S00091113,180,23,157
S00091114,139,17,122
S00091115,122,11,111
S00091116,108,19,89
S00091117,128,15,113
S00091118,167,11,156
S00091119,134,20,114
S00091120,149,18,131
S00091121,145,8,137
S00091122,123,3,120
S00091123,168,7,161
S00091124,136,17,119
S00091125,113,13,100
S00091126,265,10,255
S00091127,111,14,97
S00091128,136,10,126
S00091129,102,4,98
S00091130,127,17,110
S00091131,169,21,148
S00091132,137,8,129
S00091133,118,14,104
S00091134,87,16,71
S00091135,116,17,99
S00091136,167,17,150
S00091137,176,19,157
S00091138,79,5,74
S00091139,76,7,69
S00091140,149,12,137
S00091141,71,8,63
S00091142,131,11,120
S00091143,126,21,105
S00091144,138,16,122
S00091145,183,23,160
S00091146,136,14,122
S00091147,116,19,97
S00091148,142,13,129
S00091149,166,19,147
S00091150,121,16,105
S00091151,170,28,142
S00091152,183,7,176
S00091153,113,10,103
S00091154,130,11,119
S00091155,126,36,90
S00091156,98,12,86
S00091157,148,22,126
S00091158,138,17,121
S00091159,87,10,77
S00091160,158,17,141
S00091161,157,14,143
S00091162,163,20,143
S00091163,140,6,134
S00091164,85,14,71
S00091165,181,18,163
S00091166,143,15,128
S00091167,88,14,74
S00091168,132,16,116
S00091169,61,12,49
S00091170,169,35,134
S00091171,117,27,90
S00091172,54,9,45
S00091173,148,13,135
S00091174,106,22,84
S00091175,131,10,121
S00091176,123,7,116
S00091177,101,18,83
S00091178,183,19,164
S00091179,65,8,57
S00091180,68,4,64
S00091181,164,20,144
S00091182,133,17,116
S00091183,89,17,72
S00091184,104,30,74
S00091185,117,20,97
S00091186,132,26,106
S00091187,132,26,106
S00091188,152,26,126
S00091189,118,26,92
S00091190,103,20,83
S00091191,155,15,140
S00091192,156,27,129
S00091193,122,20,102
S00091194,102,21,81
S00091195,111,8,103
S00091196,127,20,107
S00091197,144,10,134
S00091198,177,12,165
S00091199,155,23,132
S00091200,153,37,116
S00091201,118,20,98
S00091202,161,20,141
S00091203,120,20,100
S00091204,131,23,108
S00091205,105,20,85
S00091206,80,13,67
S00091207,123,17,106
S00091208,114,13,101
S00091209,182,30,152
S00091210,154,16,138
S00091211,174,19,155
S00091212,148,12,136
S00091213,174,34,140
S00091214,95,12,83
S00091215,121,7,114
S00091216,136,19,117
S00091217,164,15,149
S00091218,173,12,161
S00091219,100,14,86
S00091220,128,12,116
S00091221,66,5,61
S00091222,140,7,133
S00091223,169,16,153
S00091224,125,15,110
S00091225,93,13,80
S00091226,99,14,85
S00091227,218,19,199
S00091228,194,18,176
S00091229,158,17,141
S00091230,162,22,140
S00091231,171,17,154
S00091232,121,12,109
S00091233,240,19,221
