"output_area","All households","Number of households comprising: One person Pensioner","Number of households comprising: One person Other","Number of households comprising: One family and no others All pensioners","Number of households comprising: One family and no others Married couple households No children","Number of households comprising: One family and no others Married couple households With dependent children","Number of households comprising: One family and no others Married couple households All children non-dependent ","Number of households comprising: One family and no others Cohabiting couple households No children","Number of households comprising: One family and no others Cohabiting couple households With dependent children","Number of households comprising: One family and no others Cohabiting couple households All children non-dependent","Number of households comprising: One family and no others Lone parent housheolds With dependent children","Number of households comprising: One family and no others Lone parent households All children non-dependent","Number of households comprising: Other households With dependent children","Number of households comprising: Other households All student","Number of households comprising: Other households All pensioner","Number of households comprising: Other households Other"
"60QP001529",46,7,14,2,5,4,0,4,2,0,1,0,0,1,1,5
"60QP001530",79,48,12,2,3,2,0,2,0,0,1,0,0,2,0,7
"60QP001531",54,3,19,2,8,6,1,5,0,0,1,2,0,1,0,6
"60QP001532",65,6,23,1,7,6,0,8,2,0,3,1,1,2,0,5
"60QP001533",58,14,5,8,11,7,1,4,2,0,0,1,2,1,0,2
"60QP001534",73,17,14,11,5,11,5,4,0,0,2,0,0,0,1,3
"60QP001535",30,3,6,2,5,7,2,0,1,0,1,0,0,0,0,3
"60QP001536",46,23,7,5,6,1,0,0,0,0,0,2,0,1,0,1
"60QP001537",48,12,7,3,8,9,4,0,0,0,3,0,0,0,0,2
"60QP001538",62,17,12,7,8,9,1,1,1,0,0,0,0,1,2,3
"60QP001539",71,7,20,4,14,16,4,2,1,0,1,2,0,0,0,0
"60QP001540",101,52,9,9,13,10,2,3,2,0,0,0,0,0,0,1
"60QP001541",27,8,2,9,2,0,0,1,0,0,0,1,0,0,0,4
"60QP001542",32,9,7,5,4,1,1,0,0,0,0,2,1,0,1,1
"60QP001543",74,21,15,13,8,3,3,0,0,0,1,2,0,4,2,2
"60QP001544",69,7,19,0,5,8,0,2,1,0,8,2,1,7,0,9
"60QP001545",70,6,6,7,11,20,5,3,0,0,3,1,0,3,0,5
"60QP001546",50,8,8,6,7,11,1,2,0,0,1,0,1,1,0,4
"60QP001547",52,5,13,6,7,8,2,0,2,0,1,2,0,1,0,5
"60QP001548",39,2,4,4,4,9,3,2,1,0,3,1,0,3,0,3
"60QP001549",50,4,9,2,8,9,0,5,0,0,2,1,0,5,0,5
"60QP001550",66,3,21,3,8,9,0,5,1,0,0,1,3,6,0,6
"60QP001551",54,10,7,6,11,10,3,4,0,0,0,1,0,0,0,2
"60QP001552",52,6,3,14,10,9,5,1,1,0,1,1,0,0,1,0
"60QP001553",52,8,11,6,6,4,3,3,1,0,4,4,2,0,0,0
"60QP001554",40,8,5,4,4,7,5,0,0,0,1,3,0,0,0,3
"60QP001555",47,9,1,15,9,9,2,0,0,0,0,1,1,0,0,0
"60QP001556",44,8,3,7,7,10,1,0,2,0,0,1,1,0,1,3
"60QP001557",49,12,3,5,11,11,2,1,1,0,0,1,1,0,1,0
"60QP001558",46,10,1,8,5,9,4,0,2,0,3,1,2,0,0,1
"60QP001559",48,9,5,7,11,7,4,1,0,0,1,2,0,0,0,1
"60QP001560",53,9,3,9,12,10,4,2,1,0,0,1,1,0,0,1
"60QP001561",47,14,1,7,4,12,4,0,0,0,1,2,0,1,1,0
"60QP001562",40,6,2,7,4,10,3,1,0,0,2,3,1,0,1,0
"60QP001563",56,3,19,1,4,21,3,1,2,0,1,1,0,0,0,0
"60QP001564",47,2,1,1,6,23,4,2,2,0,3,0,3,0,0,0
"60QP001565",40,0,6,0,5,20,2,2,1,0,2,0,1,0,0,1
"60QP001566",61,0,8,3,7,29,7,1,2,0,1,1,1,0,0,1
"60QP001567",60,5,3,1,8,24,9,3,0,0,4,3,0,0,0,0
"60QP001568",41,0,0,1,3,30,3,0,1,0,0,1,2,0,0,0
"60QP001569",38,3,4,0,4,22,1,1,1,1,1,0,0,0,0,0
"60QP001570",70,4,6,3,17,26,4,0,2,0,4,1,1,0,1,1
"60QP001571",45,0,1,1,4,24,7,1,3,0,2,2,0,0,0,0
"60QP001572",47,4,2,3,10,19,4,0,1,0,3,0,0,0,0,1
"60QP001573",50,1,6,2,8,20,1,3,3,0,4,1,1,0,0,0
"60QP001574",47,6,3,5,5,19,2,0,2,0,3,0,2,0,0,0
"60QP001575",49,6,2,7,12,10,4,0,0,0,3,4,1,0,0,0
"60QP001576",42,2,4,1,5,23,1,0,3,0,1,1,0,0,0,1
"60QP001577",47,3,2,3,10,16,7,0,1,0,1,3,1,0,0,0
"60QP001578",52,8,3,7,4,15,3,2,1,0,1,3,3,0,0,2
"60QP001579",74,13,6,21,9,11,3,1,2,0,2,5,0,0,1,0
"60QP001580",63,7,1,13,8,16,7,2,3,1,1,2,0,0,0,2
"60QP001581",47,10,6,6,11,4,4,0,0,0,4,2,0,0,0,0
"60QP001582",55,8,2,8,6,18,3,1,0,0,3,2,0,0,2,2
"60QP001583",40,6,1,6,6,9,6,0,2,0,0,4,0,0,0,0
"60QP001584",46,4,6,8,13,9,5,0,1,0,0,0,0,0,0,0
"60QP001585",52,12,4,10,6,13,4,3,0,0,0,0,0,0,0,0
"60QP001586",53,5,0,13,13,13,9,0,0,0,0,0,0,0,0,0
"60QP001587",49,5,2,12,11,9,6,1,0,0,1,0,1,0,0,1
"60QP001588",47,4,2,7,10,17,3,1,0,0,0,1,0,0,1,1
"60QP001589",43,9,1,4,7,12,5,1,1,0,1,1,1,0,0,0
"60QP001590",49,2,0,8,11,17,6,1,0,0,1,1,2,0,0,0
"60QP001591",43,6,4,9,10,4,2,3,1,0,0,1,1,0,1,1
"60QP001592",48,3,3,15,16,5,3,0,0,0,0,1,2,0,0,0
"60QP001593",43,6,5,2,7,18,1,0,2,0,1,0,1,0,0,0
"60QP001594",48,1,4,5,6,19,4,2,1,0,1,0,2,0,0,3
"60QP001595",59,15,1,14,13,8,3,3,0,0,0,1,0,0,1,0
"60QP001596",46,7,4,6,7,12,5,4,0,0,0,0,0,0,0,1
"60QP001597",76,8,16,2,7,9,1,8,4,0,4,1,2,5,0,9
"60QP001598",54,7,14,6,5,12,2,1,0,0,1,1,0,0,0,5
"60QP001599",74,9,5,10,16,21,2,1,0,1,2,3,2,0,0,2
"60QP001600",49,3,19,0,4,5,0,6,1,0,3,0,0,2,0,6
"60QP001601",44,10,8,3,2,13,5,0,0,0,0,3,0,0,0,0
"60QP001602",64,11,4,11,10,22,5,1,0,0,0,0,0,0,0,0
"60QP001603",44,5,3,9,9,10,5,0,0,0,0,2,0,0,0,1
"60QP001604",44,19,8,4,6,3,1,1,0,0,0,1,0,0,0,1
"60QP001605",45,6,3,2,2,17,5,1,1,0,1,2,3,0,2,0
"60QP001606",51,4,4,9,14,16,1,0,2,0,0,0,0,0,0,1
"60QP001607",51,1,3,1,12,20,10,1,0,0,0,1,0,0,1,1
"60QP001608",55,10,0,11,10,16,4,2,0,0,0,2,0,0,0,0
"60QP001609",43,14,0,6,7,8,6,1,0,0,1,0,0,0,0,0
"60QP001610",65,4,3,5,10,22,13,1,1,1,2,0,1,0,0,2
"60QP001611",44,2,2,4,9,20,2,2,0,0,0,0,1,0,0,2
"60QP001612",49,3,5,7,11,15,2,0,1,0,2,0,1,0,0,2
"60QP001613",38,6,9,0,5,7,1,5,1,0,1,1,0,0,0,2
"60QP001614",62,5,9,7,16,14,2,3,0,0,0,4,0,0,1,1
"60QP001615",66,5,4,7,17,20,7,2,1,0,2,1,0,0,0,0
"60QP001616",58,2,9,3,13,19,2,6,0,0,3,1,0,0,0,0
"60QP001617",75,2,4,11,16,28,5,2,1,1,2,1,0,0,0,2
"60QP001618",46,0,0,1,6,31,6,1,0,0,0,0,1,0,0,0
"60QP001619",50,1,6,3,10,19,6,0,1,0,1,1,1,0,0,1
"60QP001620",47,4,7,7,12,11,1,1,0,0,2,1,0,0,0,1
"60QP001621",45,6,3,7,9,10,10,0,0,0,0,0,0,0,0,0
"60QP001622",51,10,2,12,11,11,1,2,0,0,1,0,1,0,0,0
"60QP001623",57,11,4,12,10,9,6,0,0,0,3,1,0,0,0,1
"60QP001624",63,19,4,12,13,9,2,0,0,0,2,1,0,0,1,0
"60QP001625",41,5,2,6,8,11,2,0,0,0,2,2,1,0,0,2
"60QP001626",41,9,1,10,4,10,5,1,0,0,0,0,0,0,1,0
"60QP001627",41,9,3,11,9,3,3,0,1,0,1,1,0,0,0,0
"60QP001628",41,5,1,7,10,10,5,2,0,0,0,0,0,0,0,1
"60QP001629",53,7,3,6,12,12,9,0,1,0,0,1,2,0,0,0
"60QP001630",56,2,3,4,13,26,5,1,0,0,0,1,0,0,0,1
"60QP001631",47,9,4,4,12,10,3,3,0,0,2,0,0,0,0,0
"60QP001632",49,3,9,4,7,13,1,5,2,0,0,1,0,0,0,4
"60QP001633",48,10,2,9,7,12,2,0,0,0,2,1,0,0,2,1
"60QP001634",27,3,3,2,4,4,2,0,0,0,0,0,3,0,1,5
"60QP001635",39,3,9,0,6,3,3,2,3,1,0,0,0,4,0,5
"60QP001636",42,9,19,5,4,0,0,0,0,0,2,1,0,0,0,2
"60QP001637",32,9,3,2,8,2,2,0,0,0,2,0,2,0,0,2
"60QP001638",50,9,9,2,6,1,0,8,2,0,4,0,0,1,0,8
"60QP001639",40,5,10,2,5,7,0,3,0,1,1,0,0,2,0,4
"60QP001640",48,1,20,2,6,4,0,6,1,1,1,1,2,1,1,1
"60QP001641",73,9,25,0,7,10,0,11,0,1,2,0,0,2,0,6
"60QP001642",43,2,20,0,5,2,2,4,0,0,2,3,0,0,0,3
"60QP001643",75,9,19,4,8,14,1,6,4,0,4,1,2,0,1,2
"60QP001644",74,6,11,7,11,14,3,6,7,0,5,0,1,0,0,3
"60QP001645",60,7,17,2,6,9,4,5,5,0,1,1,1,0,1,1
"60QP001646",39,5,7,5,3,7,1,4,2,0,4,0,0,1,0,0
"60QP001647",42,4,7,3,8,5,2,2,4,1,2,1,1,2,0,0
"60QP001648",62,4,11,2,9,19,3,2,5,0,1,2,2,1,0,1
"60QP001649",55,4,17,1,10,7,0,5,2,0,5,0,1,1,0,2
"60QP001650",74,5,29,1,7,12,4,4,3,0,4,0,1,1,0,3
"60QP001651",55,5,18,0,6,6,2,6,0,0,3,0,0,2,0,7
"60QP001652",67,4,34,2,4,1,0,8,0,0,3,4,0,4,0,3
"60QP001653",73,15,36,0,1,0,0,10,1,0,3,1,0,0,0,6
"60QP001654",72,5,24,2,9,5,1,10,2,0,3,1,1,1,0,8
"60QP001655",43,1,29,1,4,3,0,3,1,0,1,0,0,0,0,0
"60QP001656",81,5,54,0,4,1,0,12,0,0,2,1,0,0,0,2
"60QP001657",42,4,28,0,2,1,0,4,0,0,0,0,0,0,0,3
"60QP001658",43,2,21,0,4,3,0,7,1,0,2,1,0,0,0,2
"60QP001659",94,3,55,0,2,4,1,7,1,0,1,0,0,6,0,14
"60QP001660",60,5,37,0,1,0,0,12,1,0,0,1,0,0,0,3
"60QP001661",57,3,36,0,5,0,0,9,0,0,0,0,2,0,0,2
"60QP001662",43,2,26,1,4,0,0,9,1,0,0,0,0,0,0,0
"60QP001663",46,3,29,0,3,1,0,7,1,0,1,1,0,0,0,0
"60QP001664",49,4,36,1,2,0,0,4,1,0,0,0,0,0,0,1
"60QP001665",47,1,39,0,0,1,0,6,0,0,0,0,0,0,0,0
"60QP001666",59,8,37,1,5,0,0,4,1,0,1,0,0,0,0,2
"60QP001667",71,4,40,0,5,0,1,10,1,0,1,1,0,2,1,5
"60QP001668",62,7,40,2,2,0,0,10,0,0,0,0,0,0,0,1
"60QP001669",61,0,43,0,4,1,1,5,0,0,2,0,0,0,0,5
"60QP001670",74,7,48,1,1,1,0,8,0,0,2,0,0,1,0,5
"60QP001671",72,1,45,0,6,1,0,8,1,0,1,1,0,2,0,6
"60QP001672",56,4,23,0,4,2,2,14,0,0,1,3,0,2,0,1
"60QP001673",47,5,9,7,6,9,1,0,4,0,1,1,0,0,0,4
"60QP001674",78,5,27,0,9,5,2,11,5,1,2,1,1,1,0,8
"60QP001675",40,5,10,1,5,7,1,1,4,1,1,1,0,1,0,2
"60QP001676",69,4,26,2,7,5,1,6,1,0,7,1,0,1,0,8
"60QP001677",38,2,6,2,4,11,3,1,2,0,1,1,2,0,0,3
"60QP001678",65,11,3,1,4,16,0,5,1,0,2,0,4,5,0,13
"60QP001679",44,1,19,3,1,2,0,2,1,0,4,0,0,2,0,9
"60QP001680",55,0,21,2,6,6,1,4,2,0,0,2,1,4,0,6
"60QP001681",41,8,3,5,6,3,1,3,1,1,1,1,0,4,0,4
"60QP001682",45,4,30,1,5,0,0,3,1,0,0,0,0,0,0,1
"60QP001683",42,6,26,0,2,0,0,6,0,0,0,1,0,0,0,1
"60QP001684",58,7,40,0,4,0,0,6,0,0,0,0,0,0,0,1
"60QP001685",56,0,39,0,5,0,0,7,1,0,1,1,0,0,0,2
"60QP001686",42,0,27,1,4,0,0,7,0,0,1,1,0,0,0,1
"60QP001687",73,4,35,0,7,2,0,12,1,0,1,0,1,1,0,9
"60QP001688",60,3,32,2,1,0,0,11,1,0,0,1,1,2,0,6
"60QP001689",66,5,32,3,6,1,0,9,0,0,1,0,0,2,0,7
"60QP001690",63,5,21,0,4,2,1,7,1,0,1,1,1,7,0,12
"60QP001691",89,5,49,2,5,0,1,14,1,0,3,1,0,3,0,5
"60QP001692",47,3,27,0,0,2,0,6,1,0,1,0,0,2,0,5
"60QP001693",79,5,39,0,5,5,1,9,0,0,2,0,1,5,1,6
"60QP001694",68,3,31,0,6,0,1,10,0,0,1,1,1,4,0,10
"60QP001695",60,1,30,0,3,2,1,10,2,0,1,1,0,3,0,6
"60QP001696",58,3,32,2,5,2,0,7,1,0,1,0,0,0,0,5
"60QP001697",73,0,18,1,9,6,1,12,1,0,3,3,1,4,0,14
"60QP001698",69,12,13,5,6,4,3,4,1,0,3,0,1,5,2,10
"60QP001699",61,4,13,2,3,9,0,5,1,0,1,0,0,8,0,15
"60QP001700",54,27,2,6,0,2,0,1,0,0,2,3,1,5,0,5
"60QP001701",42,3,7,0,3,9,1,3,0,0,1,1,0,5,0,9
"60QP001702",44,1,7,2,6,5,0,1,0,0,2,2,1,15,0,2
"60QP001703",65,2,27,1,5,3,1,11,0,0,1,2,0,2,0,10
"60QP001704",63,5,16,2,8,6,0,8,1,1,1,0,0,3,0,12
"60QP001705",42,2,17,0,2,3,0,6,2,0,3,0,0,1,0,6
"60QP001706",45,4,27,0,2,1,0,9,0,0,0,1,0,0,0,1
"60QP001707",65,3,38,0,3,2,0,11,2,0,2,0,0,1,0,3
"60QP001708",67,4,35,0,1,2,0,9,1,0,7,1,2,2,0,3
"60QP001709",59,5,43,0,0,0,0,5,1,0,0,1,0,0,0,4
"60QP001710",42,4,29,0,0,0,1,3,2,0,2,1,0,0,0,0
"60QP001711",43,5,23,0,2,1,4,2,0,0,1,2,0,0,0,3
"60QP001712",80,5,41,3,4,0,0,14,4,0,2,0,0,1,1,5
"60QP001713",56,8,27,2,2,0,0,4,1,0,4,3,0,1,0,4
"60QP001714",57,6,25,1,2,1,0,12,1,0,1,1,0,1,0,6
"60QP001715",60,6,30,1,2,3,0,5,0,0,0,2,1,4,0,6
"60QP001716",54,14,2,7,7,3,3,2,2,0,4,2,1,2,0,5
"60QP001717",60,8,39,3,5,1,0,2,2,0,0,0,0,0,0,0
"60QP001718",63,12,26,0,8,1,0,8,0,0,0,3,0,0,0,5
"60QP001719",40,11,2,9,6,4,5,0,0,0,0,3,0,0,0,0
"60QP001720",48,7,2,3,10,8,6,2,2,1,2,1,3,0,0,1
"60QP001721",43,5,8,8,4,8,2,2,1,0,2,1,0,0,0,2
"60QP001722",33,10,3,6,6,0,0,0,2,1,0,1,1,0,1,2
"60QP001723",75,19,20,3,3,3,0,5,0,0,7,2,0,7,0,6
"60QP001724",47,5,22,2,1,2,0,11,1,0,0,0,0,0,0,3
"60QP001725",45,2,26,1,3,0,0,7,2,0,0,0,0,1,0,3
"60QP001726",45,3,28,0,2,1,0,4,1,0,5,0,0,0,0,1
"60QP001727",47,7,26,0,4,0,0,6,0,0,2,1,1,0,0,0
"60QP001728",55,4,33,1,4,0,0,6,0,0,5,0,0,0,0,2
"60QP001729",39,6,22,0,4,1,0,2,1,0,1,1,0,0,0,1
"60QP001730",57,1,20,1,8,3,0,3,0,1,1,1,0,6,0,12
"60QP001731",65,18,37,1,0,1,0,4,0,0,0,2,0,0,0,2
"60QP001732",32,2,12,0,2,2,0,1,0,0,5,0,0,3,0,5
"60QP001733",48,6,29,0,1,1,0,9,0,0,1,0,0,0,0,1
"60QP001734",40,2,24,0,5,0,0,5,1,0,0,2,0,0,0,1
"60QP001735",49,2,35,0,2,0,0,7,0,0,1,0,0,1,0,1
"60QP001736",72,5,32,1,4,1,0,16,0,0,0,2,0,2,0,9
"60QP001737",62,5,38,1,2,3,0,3,2,0,2,1,1,2,1,1
"60QP001738",45,1,32,0,2,1,0,6,0,0,1,0,0,0,0,2
"60QP001739",48,2,21,0,3,3,0,11,0,0,2,2,0,1,1,2
"60QP001740",46,6,29,0,1,1,0,4,0,0,3,1,0,0,0,1
"60QP001741",61,3,30,0,8,1,0,7,0,0,1,2,0,3,1,5
"60QP001742",55,8,30,0,4,1,0,8,0,0,2,0,0,1,0,1
"60QP001743",42,2,19,0,4,4,0,6,0,0,1,0,0,2,0,4
"60QP001744",40,4,10,0,4,1,0,5,1,0,1,1,0,4,0,9
"60QP001745",49,6,9,0,3,5,1,6,2,0,3,1,1,4,0,8
"60QP001746",48,3,20,1,6,6,0,4,1,0,0,0,0,1,0,6
"60QP001747",36,1,22,4,0,0,0,6,0,0,0,0,0,0,0,3
"60QP001748",52,3,19,2,3,5,1,3,1,0,0,1,1,5,0,8
"60QP001749",55,3,22,1,3,2,0,4,1,0,4,1,0,7,0,7
"60QP001750",67,5,25,0,2,0,0,11,1,0,3,2,1,5,0,12
"60QP001751",43,3,21,1,0,1,1,5,0,0,2,1,0,2,0,6
"60QP001752",26,0,10,0,3,0,0,2,1,0,4,0,2,1,0,3
"60QP001753",34,4,14,0,0,1,1,6,0,0,3,1,0,0,0,4
"60QP001754",63,5,33,3,1,2,0,7,0,0,1,3,0,1,0,7
"60QP001755",67,6,22,2,6,4,1,7,2,0,2,1,0,5,1,8
"60QP001756",53,4,23,1,1,2,1,12,1,0,0,1,0,2,0,5
"60QP001757",77,7,40,0,2,1,1,8,1,1,2,0,0,1,0,13
"60QP001758",61,4,21,2,3,2,0,10,0,0,2,3,1,3,1,9
"60QP001759",90,9,49,2,4,0,0,16,2,0,3,1,0,0,0,4
"60QP001760",43,1,25,0,1,1,0,7,0,0,1,0,1,0,0,6
"60QP001761",84,4,48,2,5,0,1,12,1,0,6,0,1,2,0,2
"60QP001762",73,2,31,2,7,2,0,6,1,1,4,1,1,4,0,11
"60QP001763",70,21,18,0,4,5,0,6,1,0,2,1,1,3,0,8
"60QP001764",56,3,23,2,1,4,1,2,0,0,5,0,3,2,1,9
"60QP001765",67,4,17,1,5,1,0,13,0,0,3,1,0,8,0,14
"60QP001766",73,9,40,0,4,1,0,7,0,0,4,0,0,2,0,6
"60QP001767",58,1,40,0,1,0,2,9,0,0,1,1,0,0,1,2
"60QP001768",62,0,25,1,4,2,0,6,0,0,1,2,0,5,0,16
"60QP001769",46,11,25,1,1,0,0,4,0,0,0,1,0,1,0,2
"60QP001770",53,7,23,0,1,2,0,8,0,0,0,1,0,1,0,10
"60QP001771",79,2,29,3,11,3,0,5,1,0,5,0,0,4,0,16
"60QP001772",49,3,27,0,4,2,1,3,0,0,1,0,0,2,0,6
"60QP001773",61,9,41,0,4,0,0,4,1,0,0,0,0,0,0,2
"60QP001774",68,12,40,0,3,0,2,6,1,0,1,1,1,0,0,1
"60QP001775",62,3,22,3,4,9,0,6,0,0,1,1,2,3,0,8
"60QP001776",79,5,40,1,4,4,0,6,1,0,3,3,1,3,0,8
"60QP001777",51,5,16,3,1,1,2,3,1,0,4,0,1,6,0,8
"60QP001778",40,5,14,1,4,2,0,10,0,0,1,0,0,0,1,2
"60QP001779",46,5,5,6,6,10,5,1,2,0,1,4,0,0,0,1
"60QP001780",46,9,4,2,5,7,4,1,1,0,5,2,2,0,0,4
"60QP001781",49,9,6,4,1,11,3,1,2,0,4,1,4,1,0,2
"60QP001782",41,5,6,3,6,3,3,0,0,1,5,5,1,0,2,1
"60QP001783",70,23,12,5,4,5,0,2,2,0,8,3,1,0,0,5
"60QP001784",52,3,9,0,6,9,7,0,1,1,8,1,4,1,0,2
"60QP001785",52,6,4,2,7,8,9,2,3,0,3,2,2,0,0,4
"60QP001786",41,10,6,3,3,8,1,0,3,0,1,1,2,0,0,3
"60QP001787",42,7,1,4,9,7,2,1,1,0,1,3,0,0,1,5
"60QP001788",40,5,8,0,0,7,2,1,4,0,9,1,3,0,0,0
"60QP001789",54,1,8,5,9,6,5,2,0,1,8,3,6,0,0,0
"60QP001790",38,3,4,1,3,5,5,1,4,0,4,4,3,0,0,1
"60QP001791",52,2,8,1,3,12,4,1,6,1,4,5,2,0,0,3
"60QP001792",38,5,11,1,2,3,5,0,2,0,7,1,1,0,0,0
"60QP001793",46,8,7,3,5,3,5,1,1,0,6,3,1,0,1,2
"60QP001794",56,2,8,0,1,10,0,0,3,1,20,4,5,0,0,2
"60QP001795",46,4,8,1,2,3,1,0,2,1,11,3,3,0,0,7
"60QP001796",43,8,6,4,5,7,2,2,3,0,3,1,1,0,0,1
"60QP001797",32,1,7,3,1,4,3,1,2,1,4,4,1,0,0,0
"60QP001798",54,16,12,5,3,2,1,3,1,0,6,1,2,0,0,2
"60QP001799",54,14,4,4,3,7,2,3,1,0,9,4,3,0,0,0
"60QP001800",52,6,7,5,6,5,5,1,0,0,8,3,4,0,0,2
"60QP001801",48,6,2,2,6,6,5,0,1,1,6,7,2,0,1,3
"60QP001802",64,5,13,1,7,9,3,2,3,0,9,6,3,2,0,1
"60QP001803",50,7,4,7,8,3,7,1,1,0,7,3,2,0,0,0
"60QP001804",41,5,2,2,5,4,5,0,3,0,7,4,1,0,0,3
"60QP001805",52,7,6,8,2,6,5,2,4,1,4,5,2,0,0,0
"60QP001806",53,6,7,1,5,8,1,2,5,1,7,4,2,2,0,2
"60QP001807",50,8,4,2,7,7,5,0,3,0,9,3,1,0,0,1
"60QP001808",49,9,2,2,6,9,6,1,2,0,3,3,3,0,2,1
"60QP001809",52,17,6,2,4,5,2,5,3,0,6,2,0,0,0,0
"60QP001810",43,9,11,1,3,4,3,1,1,0,4,3,2,0,0,1
"60QP001811",45,16,7,6,4,2,2,1,0,0,3,0,1,1,0,2
"60QP001812",50,17,11,2,5,3,0,0,0,0,6,2,1,0,0,3
"60QP001813",77,23,16,1,5,4,2,9,2,0,8,2,2,0,0,3
"60QP001814",64,13,19,8,4,1,2,2,2,0,8,0,3,0,0,2
"60QP001815",70,25,20,11,4,1,0,3,0,0,3,2,0,0,0,1
"60QP001816",42,16,4,3,6,6,1,1,0,0,2,1,1,0,0,1
"60QP001817",44,8,3,4,5,7,5,0,1,0,3,6,0,0,1,1
"60QP001818",47,13,10,3,2,3,1,0,2,0,8,4,0,0,1,0
"60QP001819",48,9,11,3,5,5,2,1,3,0,5,2,1,0,1,0
"60QP001820",56,21,8,6,6,3,1,5,2,0,1,1,0,0,2,0
"60QP001821",50,13,6,6,5,5,1,2,2,0,2,1,3,0,3,1
"60QP001822",63,13,12,8,2,2,5,1,4,1,8,3,2,0,0,2
"60QP001823",42,12,4,3,5,6,3,1,1,0,3,2,0,0,1,1
"60QP001824",69,21,15,6,7,3,1,0,1,0,4,3,3,0,1,4
"60QP001825",39,11,4,10,7,3,0,0,0,1,0,1,0,0,2,0
"60QP001826",47,14,9,3,3,2,4,3,1,0,5,2,0,0,0,1
"60QP001827",45,8,8,2,9,3,6,1,1,0,3,1,1,0,1,1
"60QP001828",46,8,4,5,5,11,9,1,0,1,1,1,0,0,0,0
"60QP001829",51,13,4,10,7,3,4,1,0,0,5,2,0,0,0,2
"60QP001830",58,16,6,9,3,3,5,2,0,0,6,4,1,1,1,1
"60QP001831",40,14,5,5,5,4,2,1,0,0,0,2,1,0,0,1
"60QP001832",42,9,5,2,7,6,2,2,2,0,3,1,0,0,0,3
"60QP001833",43,10,7,3,3,2,2,4,2,0,6,2,1,0,0,1
"60QP001834",64,18,8,6,8,6,1,2,1,0,10,2,0,0,1,1
"60QP001835",37,6,8,4,5,3,0,1,1,0,3,4,1,0,0,1
"60QP001836",42,16,7,0,2,0,1,1,1,0,5,3,1,0,1,4
"60QP001837",66,21,12,5,5,3,6,3,0,0,7,1,0,0,0,3
"60QP001838",42,5,10,3,4,3,0,5,2,0,6,1,2,0,0,1
"60QP001839",46,13,8,5,8,4,2,1,1,0,1,2,0,0,0,1
"60QP001840",55,24,6,8,4,2,3,0,0,0,3,5,0,0,0,0
"60QP001841",63,12,13,5,7,3,2,4,1,0,6,3,1,0,0,6
"60QP001842",42,14,11,2,5,2,2,1,0,0,0,2,1,0,1,1
"60QP001843",38,9,8,3,5,1,2,0,1,0,3,3,2,0,0,1
"60QP001844",63,11,20,9,6,2,1,3,1,0,5,3,0,0,0,2
"60QP001845",47,13,8,6,6,5,0,1,2,0,2,1,0,0,0,3
"60QP001846",67,25,12,2,5,2,1,3,1,2,11,3,0,0,0,0
"60QP001847",79,16,14,9,11,4,5,2,3,0,7,5,0,0,1,2
"60QP001848",60,12,5,9,3,3,3,5,2,0,5,7,0,2,1,3
"60QP001849",77,4,21,4,7,7,5,6,4,1,9,4,1,0,0,4
"60QP001850",48,2,8,3,2,7,5,2,3,2,5,8,0,0,0,1
"60QP001851",62,7,10,5,4,9,7,1,5,1,9,2,2,0,0,0
"60QP001852",39,4,5,4,8,4,6,1,2,0,0,1,3,0,0,1
"60QP001853",58,12,13,3,5,5,7,1,1,0,2,3,2,0,1,3
"60QP001854",66,4,12,6,10,7,8,1,1,1,7,4,2,0,0,3
"60QP001855",65,13,15,6,4,3,5,1,2,0,11,2,2,0,0,1
"60QP001856",46,16,17,1,4,3,1,0,1,1,2,0,0,0,0,0
"60QP001857",78,5,43,1,3,3,0,5,4,0,9,2,0,0,1,2
"60QP001858",41,1,24,0,3,1,0,4,0,0,6,0,0,0,0,2
"60QP001859",40,0,12,4,5,3,3,2,2,0,5,3,1,0,0,0
"60QP001860",56,6,18,1,8,2,3,4,1,0,9,3,0,0,1,0
"60QP001861",40,5,9,2,6,1,2,1,1,2,5,3,2,0,0,1
"60QP001862",51,14,11,1,6,3,0,3,4,0,5,3,0,0,0,1
"60QP001863",51,21,4,3,8,3,2,0,0,1,6,1,2,0,0,0
"60QP001864",46,18,14,3,2,2,2,0,0,0,1,2,0,0,0,2
"60QP001865",63,14,5,4,6,12,6,2,5,0,4,4,0,0,1,0
"60QP001866",42,5,8,4,10,4,5,2,0,0,1,0,1,0,1,1
"60QP001867",78,7,6,7,16,24,7,2,0,0,4,3,1,0,0,1
"60QP001868",58,5,18,2,8,13,4,2,3,0,0,1,1,0,0,1
"60QP001869",23,2,2,2,3,9,3,0,2,0,0,0,0,0,0,0
"60QP001870",36,3,3,2,8,10,5,0,1,0,0,0,2,0,1,1
"60QP001871",41,5,5,3,4,7,7,0,0,0,0,7,2,0,0,1
"60QP001872",49,2,14,5,8,7,3,6,2,0,0,0,2,0,0,0
"60QP001873",43,2,5,2,8,14,3,0,3,0,1,0,2,0,1,2
"60QP001874",54,7,3,1,17,7,6,4,2,0,1,2,3,0,0,1
"60QP001875",56,10,4,2,11,8,8,2,2,0,2,3,1,0,0,3
"60QP001876",72,13,22,4,7,8,2,3,3,0,5,1,1,1,0,2
"60QP001877",52,6,4,2,2,4,6,1,5,0,14,3,3,0,0,2
"60QP001878",69,3,25,0,1,3,2,2,9,0,16,4,3,0,0,1
